Kód kraja,Názov kraja,Kód územného obvodu,Názov územného obvodu,Číslo politického subjektu,Názov politického subjektu,Počet platných hlasov,Podiel platných hlasov v %,"Počet voličov, ktorí využili právo prednostného hlasovania","Podiel voličov, ktorí využili právo prednostného hlasovania v %"
8,Košický kraj,803,Michalovce,13,SME RODINA,1705,2.9,1528,89.61
8,Košický kraj,803,Michalovce,14,MySlovensko,43,0.07,32,74.41
8,Košický kraj,803,Michalovce,15,Slovenská národná strana,2807,4.78,2533,90.23
8,Košický kraj,803,Michalovce,16,SMER - sociálna demokracia,17341,29.55,15694,90.5
8,Košický kraj,803,Michalovce,17,HLAS - sociálna demokracia,10351,17.63,9243,89.29
8,Košický kraj,803,Michalovce,18,SZÖVETSÉG - Magyarok,2851,4.85,2661,93.33
8,Košický kraj,803,Michalovce,19,SRDCE vlastenci a dôchodcovia,41,0.06,28,68.29
8,Košický kraj,803,Michalovce,20,SDKU - DS,10,0.01,8,80.0
8,Košický kraj,803,Michalovce,21,Kotlebovci - Ľudová strana Naše Slovensko,407,0.69,370,90.9
8,Košický kraj,803,Michalovce,22,Demokrati,1236,2.1,1112,89.96
8,Košický kraj,803,Michalovce,23,Kresťanskodemokratické hnutie,3409,5.8,2701,79.23
8,Košický kraj,803,Michalovce,24,KARMA,35,0.05,26,74.28
8,Košický kraj,803,Michalovce,25,REPUBLIKA,2844,4.84,2592,91.13
8,Košický kraj,804,Rožňava,1,Pirátska strana - Slovensko,184,0.72,155,84.23
8,Košický kraj,804,Rožňava,2,PRINCÍP,40,0.15,34,85.0
8,Košický kraj,804,Rožňava,3,Progresívne Slovensko,2965,11.6,2195,74.03
8,Košický kraj,804,Rožňava,4,SPOLOČNE OBČANIA SLOVENSKA,26,0.1,20,76.92
8,Košický kraj,804,Rožňava,5,OĽANO A PRIATELIA,3810,14.91,3342,87.71
8,Košický kraj,804,Rožňava,6,Komunistická strana Slovenska,131,0.51,96,73.28
8,Košický kraj,804,Rožňava,7,Maďarské fórum,65,0.25,52,80.0
8,Košický kraj,804,Rožňava,8,Vlastenecký blok,12,0.04,7,58.33
8,Košický kraj,804,Rožňava,9,"Modrí, Most - Híd",129,0.5,108,83.72
8,Košický kraj,804,Rožňava,10,SPRAVODLIVOSŤ,12,0.04,10,83.33
8,Košický kraj,804,Rožňava,11,Slovenské Hnutie Obrody,18,0.07,13,72.22
8,Košický kraj,804,Rožňava,12,Sloboda a Solidarita,949,3.71,793,83.56
8,Košický kraj,804,Rožňava,13,SME RODINA,613,2.39,504,82.21
8,Košický kraj,804,Rožňava,14,MySlovensko,14,0.05,9,64.28
8,Košický kraj,804,Rožňava,15,Slovenská národná strana,1014,3.96,916,90.33
8,Košický kraj,804,Rožňava,16,SMER - sociálna demokracia,4462,17.46,3837,85.99
8,Košický kraj,804,Rožňava,17,HLAS - sociálna demokracia,4003,15.66,3469,86.66
8,Košický kraj,804,Rožňava,18,SZÖVETSÉG - Magyarok,4275,16.73,3857,90.22
8,Košický kraj,804,Rožňava,19,SRDCE vlastenci a dôchodcovia,27,0.1,15,55.55
8,Košický kraj,804,Rožňava,20,SDKU - DS,2,0.0,1,50.0
8,Košický kraj,804,Rožňava,21,Kotlebovci - Ľudová strana Naše Slovensko,223,0.87,191,85.65
8,Košický kraj,804,Rožňava,22,Demokrati,587,2.29,509,86.71
8,Košický kraj,804,Rožňava,23,Kresťanskodemokratické hnutie,405,1.58,307,75.8
8,Košický kraj,804,Rožňava,24,KARMA,24,0.09,19,79.16
8,Košický kraj,804,Rožňava,25,REPUBLIKA,1557,6.09,1389,89.21
8,Košický kraj,805,Spišská Nová Ves,1,Pirátska strana - Slovensko,248,0.42,191,77.01
8,Košický kraj,805,Spišská Nová Ves,2,PRINCÍP,53,0.09,45,84.9
8,Košický kraj,805,Spišská Nová Ves,3,Progresívne Slovensko,6822,11.8,4996,73.23
8,Košický kraj,805,Spišská Nová Ves,4,SPOLOČNE OBČANIA SLOVENSKA,47,0.08,28,59.57
8,Košický kraj,805,Spišská Nová Ves,5,OĽANO A PRIATELIA,9564,16.54,8709,91.06
8,Košický kraj,805,Spišská Nová Ves,6,Komunistická strana Slovenska,227,0.39,151,66.51
8,Košický kraj,805,Spišská Nová Ves,7,Maďarské fórum,38,0.06,33,86.84
8,Košický kraj,805,Spišská Nová Ves,8,Vlastenecký blok,21,0.03,16,76.19
8,Košický kraj,805,Spišská Nová Ves,9,"Modrí, Most - Híd",74,0.12,46,62.16
8,Košický kraj,805,Spišská Nová Ves,10,SPRAVODLIVOSŤ,31,0.05,14,45.16
8,Košický kraj,805,Spišská Nová Ves,11,Slovenské Hnutie Obrody,30,0.05,15,50.0
8,Košický kraj,805,Spišská Nová Ves,12,Sloboda a Solidarita,2502,4.32,2073,82.85
8,Košický kraj,805,Spišská Nová Ves,13,SME RODINA,1478,2.55,1278,86.46
8,Košický kraj,805,Spišská Nová Ves,14,MySlovensko,95,0.16,78,82.1
8,Košický kraj,805,Spišská Nová Ves,15,Slovenská národná strana,2927,5.06,2634,89.98
8,Košický kraj,805,Spišská Nová Ves,16,SMER - sociálna demokracia,12327,21.32,10536,85.47
8,Košický kraj,805,Spišská Nová Ves,17,HLAS - sociálna demokracia,9391,16.24,8062,85.84
8,Košický kraj,805,Spišská Nová Ves,18,SZÖVETSÉG - Magyarok,49,0.08,33,67.34
8,Košický kraj,805,Spišská Nová Ves,19,SRDCE vlastenci a dôchodcovia,36,0.06,24,66.66
8,Košický kraj,805,Spišská Nová Ves,20,SDKU - DS,16,0.02,9,56.25
8,Košický kraj,805,Spišská Nová Ves,21,Kotlebovci - Ľudová strana Naše Slovensko,633,1.09,561,88.62
8,Košický kraj,805,Spišská Nová Ves,22,Demokrati,1430,2.47,1217,85.1
8,Košický kraj,805,Spišská Nová Ves,23,Kresťanskodemokratické hnutie,5924,10.25,4751,80.19
8,Košický kraj,805,Spišská Nová Ves,24,KARMA,40,0.06,20,50.0
8,Košický kraj,805,Spišská Nová Ves,25,REPUBLIKA,3792,6.56,3347,88.26
8,Košický kraj,806,Trebišov,1,Pirátska strana - Slovensko,283,0.65,230,81.27
8,Košický kraj,806,Trebišov,2,PRINCÍP,150,0.34,141,94.0
8,Košický kraj,806,Trebišov,3,Progresívne Slovensko,3324,7.64,2665,80.17
8,Košický kraj,806,Trebišov,4,SPOLOČNE OBČANIA SLOVENSKA,42,0.09,27,64.28
8,Košický kraj,806,Trebišov,5,OĽANO A PRIATELIA,5575,12.82,5223,93.68
8,Košický kraj,806,Trebišov,6,Komunistická strana Slovenska,185,0.42,154,83.24
8,Košický kraj,806,Trebišov,7,Maďarské fórum,82,0.18,71,86.58
8,Košický kraj,806,Trebišov,8,Vlastenecký blok,24,0.05,17,70.83
8,Košický kraj,806,Trebišov,9,"Modrí, Most - Híd",85,0.19,64,75.29
8,Košický kraj,806,Trebišov,10,SPRAVODLIVOSŤ,23,0.05,16,69.56
8,Košický kraj,806,Trebišov,11,Slovenské Hnutie Obrody,13,0.02,10,76.92
8,Košický kraj,806,Trebišov,12,Sloboda a Solidarita,1065,2.44,928,87.13
8,Košický kraj,806,Trebišov,13,SME RODINA,1177,2.7,1099,93.37
8,Košický kraj,806,Trebišov,14,MySlovensko,21,0.04,15,71.42
8,Košický kraj,806,Trebišov,15,Slovenská národná strana,1466,3.37,1328,90.58
8,Košický kraj,806,Trebišov,16,SMER - sociálna demokracia,10525,24.2,9648,91.66
8,Košický kraj,806,Trebišov,17,HLAS - sociálna demokracia,6609,15.19,6028,91.2
8,Košický kraj,806,Trebišov,18,SZÖVETSÉG - Magyarok,7585,17.44,7383,97.33
8,Košický kraj,806,Trebišov,19,SRDCE vlastenci a dôchodcovia,19,0.04,15,78.94
8,Košický kraj,806,Trebišov,20,SDKU - DS,16,0.03,14,87.5
8,Košický kraj,806,Trebišov,21,Kotlebovci - Ľudová strana Naše Slovensko,264,0.6,233,88.25
8,Košický kraj,806,Trebišov,22,Demokrati,800,1.83,730,91.25
8,Košický kraj,806,Trebišov,23,Kresťanskodemokratické hnutie,2403,5.52,1991,82.85
8,Košický kraj,806,Trebišov,24,KARMA,12,0.02,11,91.66
8,Košický kraj,806,Trebišov,25,REPUBLIKA,1736,3.99,1607,92.56
9,Cudzina,900,Cudzina,1,Pirátska strana - Slovensko,90,0.15,49,54.44
9,Cudzina,900,Cudzina,2,PRINCÍP,8,0.01,7,87.5
9,Cudzina,900,Cudzina,3,Progresívne Slovensko,35701,61.7,21162,59.27
9,Cudzina,900,Cudzina,4,SPOLOČNE OBČANIA SLOVENSKA,9,0.01,4,44.44
9,Cudzina,900,Cudzina,5,OĽANO A PRIATELIA,2208,3.81,1954,88.49
9,Cudzina,900,Cudzina,6,Komunistická strana Slovenska,27,0.04,17,62.96
9,Cudzina,900,Cudzina,7,Maďarské fórum,38,0.06,31,81.57
9,Cudzina,900,Cudzina,8,Vlastenecký blok,13,0.02,9,69.23
9,Cudzina,900,Cudzina,9,"Modrí, Most - Híd",198,0.34,144,72.72
9,Cudzina,900,Cudzina,10,SPRAVODLIVOSŤ,6,0.01,2,33.33
9,Cudzina,900,Cudzina,11,Slovenské Hnutie Obrody,11,0.01,7,63.63
9,Cudzina,900,Cudzina,12,Sloboda a Solidarita,6252,10.8,4895,78.29
9,Cudzina,900,Cudzina,13,SME RODINA,323,0.55,248,76.78
9,Cudzina,900,Cudzina,14,MySlovensko,70,0.12,32,45.71
9,Cudzina,900,Cudzina,15,Slovenská národná strana,2197,3.79,2031,92.44
9,Cudzina,900,Cudzina,16,SMER - sociálna demokracia,3531,6.1,2740,77.59
9,Cudzina,900,Cudzina,17,HLAS - sociálna demokracia,1428,2.46,1038,72.68
9,Cudzina,900,Cudzina,18,SZÖVETSÉG - Magyarok,274,0.47,234,85.4
9,Cudzina,900,Cudzina,19,SRDCE vlastenci a dôchodcovia,11,0.01,4,36.36
9,Cudzina,900,Cudzina,21,Kotlebovci - Ľudová strana Naše Slovensko,225,0.38,204,90.66
9,Cudzina,900,Cudzina,22,Demokrati,1448,2.5,1186,81.9
9,Cudzina,900,Cudzina,23,Kresťanskodemokratické hnutie,1920,3.31,1393,72.55
9,Cudzina,900,Cudzina,24,KARMA,16,0.02,8,50.0
9,Cudzina,900,Cudzina,25,REPUBLIKA,1852,3.2,1476,79.69
