Číslo politického subjektu,Názov politického subjektu,Poradie na hlasovacom lístku,Meno,Priezvisko,Titul,Vek,Zamestnanie,Obec trvalého pobytu,Poznámka
4,SPOLOČNE OBČANIA SLOVENSKA,5,Miroslav,Kondrlík,,53,podnikateľ,Nové Zámky,X
4,SPOLOČNE OBČANIA SLOVENSKA,6,Róbert,Winkler,,45,vedúci dopravy,Žilina,
4,SPOLOČNE OBČANIA SLOVENSKA,7,Peter,Kondrát,,38,stavebný technik,Stará Ľubovňa,X
4,SPOLOČNE OBČANIA SLOVENSKA,8,Vladimír,Čonka,,58,sociálny pracovník,Liptovský Mikuláš,X
4,SPOLOČNE OBČANIA SLOVENSKA,9,Peter,Smolka,,58,podnikateľ,Teplička nad Váhom,
4,SPOLOČNE OBČANIA SLOVENSKA,10,Vladislav,Loderer,,59,starosta obce,Nezbudská Lúčka,
4,SPOLOČNE OBČANIA SLOVENSKA,11,Daniel,Húšťa,,50,podnikateľ,Štiavnička,X
4,SPOLOČNE OBČANIA SLOVENSKA,12,Ľuboš,Kabát,Bc.,51,podnikateľ,Madunice,X
4,SPOLOČNE OBČANIA SLOVENSKA,13,Ľubomír,Klačko,,44,konateľ,Ružomberok,X
4,SPOLOČNE OBČANIA SLOVENSKA,14,Andrej,Krajiček,,41,podnikateľ,Žilina,
4,SPOLOČNE OBČANIA SLOVENSKA,15,Štefan,Puška,,40,podnikateľ,Ružomberok,
4,SPOLOČNE OBČANIA SLOVENSKA,16,Helena,Tirolová,Mgr.,44,administratívna pracovníčka,Veľké Uherce,X
4,SPOLOČNE OBČANIA SLOVENSKA,17,Janette,Drapáková-Hubová,,53,podnikateľka,Bratislava,X
4,SPOLOČNE OBČANIA SLOVENSKA,18,Miroslav,Kudela,,45,starosta obce,Kunerad,
4,SPOLOČNE OBČANIA SLOVENSKA,19,Radovan,Bujňák,,50,predajca,Poprad,X
4,SPOLOČNE OBČANIA SLOVENSKA,20,Ali,Kamberovič,,55,živnostník,Michalovce,
4,SPOLOČNE OBČANIA SLOVENSKA,21,Zdenka,Šprláková,,33,nutričná poradkyňa,Suchá Hora,
4,SPOLOČNE OBČANIA SLOVENSKA,22,Roman,Tlčina,Mgr.,48,podnikateľ,Nové Zámky,X
4,SPOLOČNE OBČANIA SLOVENSKA,23,Peter,Eliaš,,31,barman,Falkušovce,
4,SPOLOČNE OBČANIA SLOVENSKA,24,Veronika,Hanuljaková,,33,učiteľka,Žilina,
4,SPOLOČNE OBČANIA SLOVENSKA,25,Michal,Ladič,Mgr.,25,pedagóg,Drahňov,
4,SPOLOČNE OBČANIA SLOVENSKA,26,Vladimír,Krška,,37,podnikateľ,Veličná,X
4,SPOLOČNE OBČANIA SLOVENSKA,27,Peter,Chmelo,,42,vodič kamiónu,Nové Zámky,X
4,SPOLOČNE OBČANIA SLOVENSKA,28,Mariana,Hriňová,Ing.,61,riaditeľka školy,Zvolen,
4,SPOLOČNE OBČANIA SLOVENSKA,29,Ľubica,Kramarová,,36,operátorka výroby,Žilina,
4,SPOLOČNE OBČANIA SLOVENSKA,30,Natalia,Krajičková,,26,podnikateľka,Žilina,
4,SPOLOČNE OBČANIA SLOVENSKA,31,Jana,Kufel Stýskalová,Mgr.,41,konateľka,Partizánske,X
4,SPOLOČNE OBČANIA SLOVENSKA,32,Diana,Badžová,Mgr.,46,asistentka učiteľa,Sliepkovce,
4,SPOLOČNE OBČANIA SLOVENSKA,33,Terézia,Tomaničková,Mgr.,59,vychovávateľka,Žilina,
4,SPOLOČNE OBČANIA SLOVENSKA,34,Miroslava,Bednárová,Ing.,28,asistentka riaditeľa,Bytča,
4,SPOLOČNE OBČANIA SLOVENSKA,35,Nina,Matejčeková,Mgr.,31,asistentka,Martin,
4,SPOLOČNE OBČANIA SLOVENSKA,36,Ján,Haluška,,38,podnikateľ,Žilina,
4,SPOLOČNE OBČANIA SLOVENSKA,37,Bohuš,Šottník,,51,podnikateľ,Rosina,
4,SPOLOČNE OBČANIA SLOVENSKA,38,Michal,Blahovec,,40,podnikateľ,Bratislava,X
4,SPOLOČNE OBČANIA SLOVENSKA,39,Daniela,Pavlovičová,,44,operátorka výroby,Partizánske,X
4,SPOLOČNE OBČANIA SLOVENSKA,40,Janka,Húšťová,,47,živnostníčka,Ružomberok,X
4,SPOLOČNE OBČANIA SLOVENSKA,41,Mário,Winkler,,47,teamleader,Žilina,
4,SPOLOČNE OBČANIA SLOVENSKA,42,Matúš,Ivora,,36,pracovník pohrebnej služby,Banská Bystrica,
4,SPOLOČNE OBČANIA SLOVENSKA,43,Roman,Melicher,,46,živnostník,Žilina,
4,SPOLOČNE OBČANIA SLOVENSKA,44,Marek,Malík,,44,živnostník,Prešov,
4,SPOLOČNE OBČANIA SLOVENSKA,45,Mario,Medvec,,46,živnostník,Sabinov,
4,SPOLOČNE OBČANIA SLOVENSKA,46,Dagmar,Winklerová,,70,dôchodkyňa,Žilina,
4,SPOLOČNE OBČANIA SLOVENSKA,47,Viliam,Groszman,,31,podnikateľ,Žilina,
4,SPOLOČNE OBČANIA SLOVENSKA,48,Vladimír,Valášek,,37,zvárač,Žilina,
4,SPOLOČNE OBČANIA SLOVENSKA,49,Rastislav,Tatarka,,53,živnostník,Podhorie,
4,SPOLOČNE OBČANIA SLOVENSKA,50,Štefan,Truchlík,Bc.,39,laborant,Rajecké Teplice,
4,SPOLOČNE OBČANIA SLOVENSKA,51,Štefan,Ivora,,64,dôchodca,Banská Bystrica,
4,SPOLOČNE OBČANIA SLOVENSKA,52,Anna,Ivorová,,65,dôchodkyňa,Banská Bystrica,
4,SPOLOČNE OBČANIA SLOVENSKA,53,Adrián,Barnošák,,45,vodič kamiónu,Žilina,
4,SPOLOČNE OBČANIA SLOVENSKA,54,Marcel,Malík,,45,živnostník,Prešov,
4,SPOLOČNE OBČANIA SLOVENSKA,55,Peter,Haver,,45,živnostník,Sabinov,
4,SPOLOČNE OBČANIA SLOVENSKA,56,Viliam,Vrba,,33,podnikateľ,Nesluša,
4,SPOLOČNE OBČANIA SLOVENSKA,57,Benjamín,Kučera,,21,živnostník,Žilina,
4,SPOLOČNE OBČANIA SLOVENSKA,58,Igor,Kurimský,,57,živnostník,Sabinov,
4,SPOLOČNE OBČANIA SLOVENSKA,59,Juraj,Majerík,,66,dôchodca,Žilina,
4,SPOLOČNE OBČANIA SLOVENSKA,60,Radoslav,Kramara,,47,automechanik,Žilina,
4,SPOLOČNE OBČANIA SLOVENSKA,61,Július,Koki,,66,dôchodca,Lučenec,
4,SPOLOČNE OBČANIA SLOVENSKA,62,Terézia,Kokiová,,61,opatrovateľka,Lučenec,
4,SPOLOČNE OBČANIA SLOVENSKA,63,Marcela,Kokiová,,35,opatrovateľka,Lučenec,
4,SPOLOČNE OBČANIA SLOVENSKA,64,Marek,Rončák,,21,študent,Lokca,X
4,SPOLOČNE OBČANIA SLOVENSKA,65,Anna,Huláková,,60,opatrovateľka,Bytča,
4,SPOLOČNE OBČANIA SLOVENSKA,66,Peter,Hudec,,51,podnikateľ,Lietavská Svinná - Babkov,
4,SPOLOČNE OBČANIA SLOVENSKA,67,Nikola,Ilavská,,27,sociálna pracovníčka,Liptovský Hrádok,X
4,SPOLOČNE OBČANIA SLOVENSKA,68,Michal,Jánošík,,44,developer,Žilina,
4,SPOLOČNE OBČANIA SLOVENSKA,69,Ľubomír,Čonka,,59,podnikateľ,Važec,
4,SPOLOČNE OBČANIA SLOVENSKA,70,Miroslav,Škatuliak,,45,živnostník,Rajecké Teplice,
4,SPOLOČNE OBČANIA SLOVENSKA,71,Anton,Kubas,,41,podnikateľ,Oravský Podzámok,X
4,SPOLOČNE OBČANIA SLOVENSKA,72,Pavel,Bolješík,Ing.,62,manažér,Piešťany,
4,SPOLOČNE OBČANIA SLOVENSKA,73,Matúš,Lepiš,,25,dôchodca,Štiavnik,
4,SPOLOČNE OBČANIA SLOVENSKA,74,Jakub,Bednár,,22,stavebný technik,Bytča,
4,SPOLOČNE OBČANIA SLOVENSKA,75,František,Fényes,,34,dôchodca,Blatné Remety,
4,SPOLOČNE OBČANIA SLOVENSKA,76,Róbert,Santus,,49,živnostník,Žilina,
4,SPOLOČNE OBČANIA SLOVENSKA,77,Matúš,Erhardt,,25,telekomunikačný špecialista,Liptovský Mikuláš,
4,SPOLOČNE OBČANIA SLOVENSKA,78,Viliam,Groszman,,57,dôchodca,Žilina,
4,SPOLOČNE OBČANIA SLOVENSKA,79,Peter,Vnuk,Mgr.,46,podnikateľ,Žilina,
4,SPOLOČNE OBČANIA SLOVENSKA,80,Peter,Horvath,,46,podnikateľ,Liptovská Osada,X
4,SPOLOČNE OBČANIA SLOVENSKA,81,Andrej,Blahovec,,43,podnikateľ,Bziny,X
4,SPOLOČNE OBČANIA SLOVENSKA,82,Katarína,Moravčíková,,41,opatrovateľka,Marcelová,X
4,SPOLOČNE OBČANIA SLOVENSKA,83,Michal,Paričák,,42,podnikateľ,Ružomberok,X
4,SPOLOČNE OBČANIA SLOVENSKA,84,Leonard,Ivanec,Ing.,27,podnikateľ,Ružomberok,X
4,SPOLOČNE OBČANIA SLOVENSKA,85,Martin,Blahovec,,44,podnikateľ,Bratislava,X
4,SPOLOČNE OBČANIA SLOVENSKA,86,Dana,Ivancová,,46,podnikateľka,Ružomberok,X
4,SPOLOČNE OBČANIA SLOVENSKA,87,Jozef,Ivanec,,49,podnikateľ,Ružomberok,X
4,SPOLOČNE OBČANIA SLOVENSKA,88,Vincent,Šušota,,54,brigádnik,Brezová pod Bradlom,
4,SPOLOČNE OBČANIA SLOVENSKA,89,Michal,Durda,,47,podnikateľ,Ružomberok,X
4,SPOLOČNE OBČANIA SLOVENSKA,90,Nikolas,Čonka,,24,nezamestnaný,Liptovský Mikuláš,
4,SPOLOČNE OBČANIA SLOVENSKA,91,Patrik,Čonka,,34,podnikateľ,Liptovský Hrádok,X
4,SPOLOČNE OBČANIA SLOVENSKA,92,Natália,Vargová,,23,administratívna pracovníčka,Nové Zámky,X
4,SPOLOČNE OBČANIA SLOVENSKA,93,Ján,Plhák,,74,dôchodca,Nové Zámky,X
4,SPOLOČNE OBČANIA SLOVENSKA,94,Mária,Plháková,,75,dôchodkyňa,Nové Zámky,X
4,SPOLOČNE OBČANIA SLOVENSKA,95,Lukáš,Tóth,,27,administratívny pracovník,Nové Zámky,X
4,SPOLOČNE OBČANIA SLOVENSKA,96,Otília,Fialová,,69,účtovníčka,Nové Zámky,X
4,SPOLOČNE OBČANIA SLOVENSKA,97,Andrea,Príbojská,,47,administratívna pracovníčka,Nové Zámky,X
4,SPOLOČNE OBČANIA SLOVENSKA,98,Monika,Máteová,,26,administratívna pracovníčka,Nové Zámky,X
4,SPOLOČNE OBČANIA SLOVENSKA,99,František,Hengerics,,53,referent,Nesvady,X
4,SPOLOČNE OBČANIA SLOVENSKA,100,Ľubica,Jančiová,,66,dôchodkyňa,Ružomberok,X
4,SPOLOČNE OBČANIA SLOVENSKA,101,Zuzana,Firicová,,47,živnostníčka,Beňadiková,X
4,SPOLOČNE OBČANIA SLOVENSKA,102,Stanislav,Baniak,,27,podnikateľ,Bukovina,X
4,SPOLOČNE OBČANIA SLOVENSKA,103,Miroslava,Novacká,,38,podnikateľka,Ružomberok,X
4,SPOLOČNE OBČANIA SLOVENSKA,104,Beáta,Čičmancová,,46,podnikateľka,Snežnica,X
4,SPOLOČNE OBČANIA SLOVENSKA,105,Marek,Kucko,,49,živnostník,Lisková,X
4,SPOLOČNE OBČANIA SLOVENSKA,106,Jaroslav,Adamčiak,,39,stavebný robotník,Liptovský Mikuláš,X
4,SPOLOČNE OBČANIA SLOVENSKA,107,Miloš,Fillo,,45,živnostník,Ružomberok,X
4,SPOLOČNE OBČANIA SLOVENSKA,108,Peter,Janči,,43,živnostník,Ružomberok,X
4,SPOLOČNE OBČANIA SLOVENSKA,109,Ľubomír,Broz,,44,živnostník,Ružomberok,X
4,SPOLOČNE OBČANIA SLOVENSKA,110,Michaela,Javorková,,44,kuchárka,Ružomberok,X
4,SPOLOČNE OBČANIA SLOVENSKA,111,Petra,Liptaiová,,36,podnikateľka,Ružomberok,X
4,SPOLOČNE OBČANIA SLOVENSKA,112,Tadeáš,Klačko,,66,dôchodca,Ružomberok,X
4,SPOLOČNE OBČANIA SLOVENSKA,113,Mária,Klačková,,61,dôchodkyňa,Ružomberok,X
4,SPOLOČNE OBČANIA SLOVENSKA,114,Monika,Klačková,,34,nezamestnaná,Ružomberok,X
4,SPOLOČNE OBČANIA SLOVENSKA,115,Erika,Olejníková,,36,servírka,Ružomberok,X
4,SPOLOČNE OBČANIA SLOVENSKA,116,Jakub,Puska,,33,podnikateľ,Liptovský Mikuláš,
4,SPOLOČNE OBČANIA SLOVENSKA,117,Jaroslav,Veselovský,,37,podnikateľ,Liptovský Mikuláš,X
4,SPOLOČNE OBČANIA SLOVENSKA,118,Vladimír,Zubaj,,64,podnikateľ,Východná,
4,SPOLOČNE OBČANIA SLOVENSKA,119,Roman,Čonka,,41,podnikateľ,Spišský Štiavnik,
4,SPOLOČNE OBČANIA SLOVENSKA,120,Tomáš,Pačaj,,24,podnikateľ,Budča,
4,SPOLOČNE OBČANIA SLOVENSKA,121,Nikoleta,Jalecová,,49,operátorka,Rúbaň,
4,SPOLOČNE OBČANIA SLOVENSKA,122,Ľudovít,Gábor,,74,podnikateľ,Šaľa,
4,SPOLOČNE OBČANIA SLOVENSKA,123,Igor,Valko,,52,podnikateľ,Prievidza,
4,SPOLOČNE OBČANIA SLOVENSKA,124,Ľubomír,Scherhaufer,Ing.,81,dôchodca - ekonóm,Bratislava,
4,SPOLOČNE OBČANIA SLOVENSKA,125,Rudolf,Šimon,,39,podnikateľ,Čeľadice,
4,SPOLOČNE OBČANIA SLOVENSKA,126,Miroslav,Hlavna,,60,živnostník,Hlohovec,
4,SPOLOČNE OBČANIA SLOVENSKA,127,Marianna,Zaušková Sroková,,57,podnikateľka,Selce,
4,SPOLOČNE OBČANIA SLOVENSKA,128,Marián,Varga,Ing.,53,ekonomický poradca,Veľký Ďur,
4,SPOLOČNE OBČANIA SLOVENSKA,129,Rastislav,Šipoš,Mgr.,61,hudobník,Bratislava,X
4,SPOLOČNE OBČANIA SLOVENSKA,130,Martin,Oroš,,46,podnikateľ,Bratislava,
4,SPOLOČNE OBČANIA SLOVENSKA,131,Štefan,Hanus,,66,dôchodca,Bratislava,
4,SPOLOČNE OBČANIA SLOVENSKA,132,Jozef,Sivák,,78,dôchodca - profesor,Bratislava,X
4,SPOLOČNE OBČANIA SLOVENSKA,133,Róbert,Baranec,Mgr.,40,obchodný manažér,Bratislava,
4,SPOLOČNE OBČANIA SLOVENSKA,134,Róbert,Baranec,Ing.,66,dôchodca - podnikateľ,Bratislava,
4,SPOLOČNE OBČANIA SLOVENSKA,135,Pavel,Príkopa,,66,dôchodca,Bratislava,
4,SPOLOČNE OBČANIA SLOVENSKA,136,Peter,Peniaška,,68,podnikateľ,Modra,
4,SPOLOČNE OBČANIA SLOVENSKA,137,Ľubomír,Hojer,Ing.,62,elektrotechnik,Bratislava,X
4,SPOLOČNE OBČANIA SLOVENSKA,138,Milan,Kršiak,Ing.,64,ekonóm,Pliešovce,
4,SPOLOČNE OBČANIA SLOVENSKA,139,Vladimír,Wänke,,77,dôchodca,Bratislava,
4,SPOLOČNE OBČANIA SLOVENSKA,140,Jozef,Šolc,Ing.,65,dôchodca,Bratislava,
4,SPOLOČNE OBČANIA SLOVENSKA,141,Stanislav,Martinčko,,71,podnikateľ,Košice,
4,SPOLOČNE OBČANIA SLOVENSKA,142,Peter,Herc,Ing.,69,dôchodca,Bratislava,X
4,SPOLOČNE OBČANIA SLOVENSKA,143,Marcela,Geršičová,Bc.,44,módna návrhárka,Slovenský Grob,
4,SPOLOČNE OBČANIA SLOVENSKA,144,Hana,Pavlovská,,62,pedagogička,Prešov,
4,SPOLOČNE OBČANIA SLOVENSKA,145,Anton,Magnus,Ing.,73,dôchodca - poradca,Bratislava,X
4,SPOLOČNE OBČANIA SLOVENSKA,146,Alojz,Luknár,PhDr.,86,dôchodca,Bratislava,X
4,SPOLOČNE OBČANIA SLOVENSKA,147,Ľubica,Krajčírová,,63,zdravotná sestra,Stupava,X
4,SPOLOČNE OBČANIA SLOVENSKA,148,Marián,Leinerovič,Mgr.,73,pedagóg,Stupava,X
5,OĽANO A PRIATELIA,1,Erika,Jurinová,Ing.,52,predsedníčka samosprávneho kraja,Nižná,
5,OĽANO A PRIATELIA,2,Július,Jakab,Ing.,34,krízový manažér,Žilina,
5,OĽANO A PRIATELIA,3,Rastislav,Krátky,Mgr.,33,ekonomický riaditeľ,Nová Baňa,
5,OĽANO A PRIATELIA,4,Igor,Dušenka,JUDr.,36,právnik,Bratislava,
5,OĽANO A PRIATELIA,5,Jozef,Viskupič,Mgr.,47,predseda samosprávneho kraja,Trnava,
5,OĽANO A PRIATELIA,6,Matúš,Bystriansky,Mgr.,29,"občiansky aktivista, vedúci mediálneho tímu",Dolná Strehová,
5,OĽANO A PRIATELIA,7,Ján,Magušin,JUDr.,35,právnik,Liptovská Osada,
5,OĽANO A PRIATELIA,8,Lenka,Dunajová Družkovská,Mgr.,38,námestníčka pre ošetrovateľskú starostlivosť,Kolárovice,
5,OĽANO A PRIATELIA,9,Marek,Krajčí,MUDr.,49,"detský kardiológ, poslanec parlamentu",Bratislava,
5,OĽANO A PRIATELIA,10,Roman,Mikulec,Ing.,51,poslanec parlamentu,Bratislava,
5,OĽANO A PRIATELIA,11,Michal,Šipoš,Mgr.,41,"poslanec parlamentu, bojovník proti hazardu",Stará Ľubovňa,
5,OĽANO A PRIATELIA,12,Anna,Andrejuvová,Mgr. Mgr.,43,"poslankyňa parlamentu, politologička, právnička",Bratislava,
5,OĽANO A PRIATELIA,13,Richard,Vašečka,Mgr.,49,poslanec parlamentu,Svederník,
5,OĽANO A PRIATELIA,14,Viera,Leščáková,PaedDr.,49,riaditeľka školy,Veľký Šariš,
5,OĽANO A PRIATELIA,15,Milan,Vetrák,"JUDr., PhD.",48,"právnik, protikorupčný aktivista",Bratislava,
5,OĽANO A PRIATELIA,16,Marek,Šefčík,Mgr.,45,"poslanec parlamentu, učiteľ",Holíč,
5,OĽANO A PRIATELIA,17,Milan,Potocký,,47,poslanec parlamentu,Michalovce,
5,OĽANO A PRIATELIA,18,Peter,Pollák,Mgr.,32,poslanec parlamentu,Levoča,
5,OĽANO A PRIATELIA,19,Karol,Kučera,,49,poslanec parlamentu,Svätý Jur,
5,OĽANO A PRIATELIA,20,Natália,Milanová,Mgr.,41,manažérka,Bratislava,
5,OĽANO A PRIATELIA,21,Vladimír,Škola,MBA,44,generálny manažér,Trenčín,
5,OĽANO A PRIATELIA,22,Martin,Fecko,Ing.,60,poslanec parlamentu,Prešov,
5,OĽANO A PRIATELIA,23,Jozef,Pročko,Mgr.,58,podnikateľ,Halič,
5,OĽANO A PRIATELIA,24,Mária,Šofranko,PaedDr.,53,poslankyňa,Spišská Nová Ves,
5,OĽANO A PRIATELIA,25,Lukáš,Kyselica,Mgr.,46,poslanec,Nové Zámky,
5,OĽANO A PRIATELIA,26,Ľubomír,Šteiniger,Mgr.,58,pracovník v energetike,Kysucké Nové Mesto,
5,OĽANO A PRIATELIA,27,Karina,Holešová,Mgr.,30,starostka,Hlboké nad Váhom,
5,OĽANO A PRIATELIA,28,Peter,Huba,"JUDr. Ing., PhD.",37,zástupca starostu,Košice,
5,OĽANO A PRIATELIA,29,Peter,Vons,,65,poslanec parlamentu,Martin,
5,OĽANO A PRIATELIA,30,Mária,Benová,PhDr.,47,"psychologička, asistentka poslanca",Trnava,
5,OĽANO A PRIATELIA,31,Marcel,Mihalik,PaedDr. Ing.,58,poslanec parlamentu,Piešťany,
5,OĽANO A PRIATELIA,32,Jana,Majorová Garstková,Mgr.,42,poslankyňa parlamentu,Kežmarok,
5,OĽANO A PRIATELIA,33,Ján,Marosz,Mgr.,45,projektový manažér,Podhorie,
5,OĽANO A PRIATELIA,34,Dominik,Drdul,Mgr.,25,poslanec parlamentu,Trnava,
5,OĽANO A PRIATELIA,35,Obaidullah,Mir,"MUDr., MBA, MPH",55,lekár,Rimavská Sobota,
5,OĽANO A PRIATELIA,36,Milan,Kuriak,,53,poslanec parlamentu,Tvrdošín,
5,OĽANO A PRIATELIA,37,Monika,Kavecká,"Mgr., MPH",50,"diplomovaná sestra, poslankyňa",Kunerad,
5,OĽANO A PRIATELIA,38,Zita,Pleštinská,Ing. arch.,62,"poslankyňa parlamentu, architektka",Chmeľnica,
5,OĽANO A PRIATELIA,39,Ján,Szőllős,"RNDr. Mgr., CSc.",58,poslanec parlamentu,Bernolákovo,
5,OĽANO A PRIATELIA,40,Peter,Dobeš,RNDr.,66,poslanec,Rajecké Teplice,
5,OĽANO A PRIATELIA,41,Vladimír,Polakovič,Mgr.,56,prednosta okresného úradu,Martin,
5,OĽANO A PRIATELIA,42,Ondrej,Babjarčík,Ing.,42,zástupca primátora,Humenné,
5,OĽANO A PRIATELIA,43,Lukáš,Anderko,,29,manažér,Prešov,
5,OĽANO A PRIATELIA,44,Tomáš,Holkovič,,26,študent,Boleráz,X
5,OĽANO A PRIATELIA,45,Peter,Cseh,,40,podnikateľ,Dolný Bar,
5,OĽANO A PRIATELIA,46,István,Matus,,41,učiteľ,Dolný Štál,
5,OĽANO A PRIATELIA,47,Vojtech,Tóth,DBA,42,riaditeľ neziskovej organizácie,Košice,
5,OĽANO A PRIATELIA,48,Rastislav,Jílek,Mgr.,46,manažér,Trebišov,
5,OĽANO A PRIATELIA,49,Patrik,Kohut,PhDr.,41,audítor - manažér,Košice,
5,OĽANO A PRIATELIA,50,Ľubica,Gálisová,,79,občianska aktivistka,Prievidza,
5,OĽANO A PRIATELIA,51,Peter,Liba,Mgr.,42,"poslanec parlamentu, teológ",Košice,
5,OĽANO A PRIATELIA,52,Radovan,Marcinčin,Mgr.,53,poslanec parlamentu,Spišská Nová Ves,
5,OĽANO A PRIATELIA,53,Martina,Brisudová,Mgr.,49,poslankyňa parlamentu,Poltár,
5,OĽANO A PRIATELIA,54,Viliam,Tankó,,28,športovec,Váhovce,
5,OĽANO A PRIATELIA,55,Juraj,Lím,,52,súkromný podnikateľ,Marianka,
5,OĽANO A PRIATELIA,56,Milan,Oršula,Ing.,40,senior projektový koordinátor,Považská Bystrica,
5,OĽANO A PRIATELIA,57,Eva,Bielik Hajdamárová,JUDr.,38,prednostka okresného úradu,Levice,
5,OĽANO A PRIATELIA,58,Lukáš,Bužo,Mgr.,32,sociálny pracovník,Jastrabie nad Topľou,
5,OĽANO A PRIATELIA,59,Martin,Seman,Mgr.,40,prednosta okresného úradu,Košice,
5,OĽANO A PRIATELIA,60,Ján,Mrva,Ing.,53,geodet a kartograf,Bratislava,
5,OĽANO A PRIATELIA,61,Ján,Fintor,Ing.,28,softvérový inžinier,Zlaté Moravce,
5,OĽANO A PRIATELIA,62,Ondrej,Pristáč,"Mgr., DBA",33,manažér zariadenia sociálnych služieb a školy pre žiakov s autizmom,Stará Ľubovňa,
5,OĽANO A PRIATELIA,63,Ján,Zelenčík,Ing. Ing.,61,ekonomicko - technický manažér,Nitra,
5,OĽANO A PRIATELIA,64,Alexander,Hustý,Ing.,53,podnikateľ,Pezinok,
5,OĽANO A PRIATELIA,65,Peter,Cák,Ing.,48,riaditeľ hotela,Trnava,
5,OĽANO A PRIATELIA,66,Peter,Harvan,"PhDr. Mgr., LL.M.",45,prednosta okresného úradu,Mrázovce,
5,OĽANO A PRIATELIA,67,Dominik,Bokšanský,Ing.,35,manažér,Spišský Hrhov,
5,OĽANO A PRIATELIA,68,Viktor,Gažo,,70,dôchodca,Pezinok,
5,OĽANO A PRIATELIA,69,Marian,Dorkin,,40,živnostník kameraman,Tornaľa,
5,OĽANO A PRIATELIA,70,Katarína,Gajdošová,DiS.art.,50,odborná asistentka,Košice,
5,OĽANO A PRIATELIA,71,Vladimír,Feľbaba,JUDr. Mgr.,33,právnik,Prešov,
5,OĽANO A PRIATELIA,72,Adrián,Mikuš,Ing.,54,manažér,Trenčianske Jastrabie,
5,OĽANO A PRIATELIA,73,Martina,Mészáros Bariaková,JUDr.,44,prednostka okresného úradu,Zvolen,
5,OĽANO A PRIATELIA,74,Zuzana,Bradovková,Mgr.,46,učiteľka,Košice,
5,OĽANO A PRIATELIA,75,Lukáš,Ranik,Ing.,34,manažér,Púchov,
5,OĽANO A PRIATELIA,76,Marián,Mikulišin,PaedDr.,55,manažér,Košice,
5,OĽANO A PRIATELIA,77,Eliška,Maťašková,Ing.,54,ekonómka,Bratislava,
5,OĽANO A PRIATELIA,78,Michal,Sygút,JUDr.,51,štátny zamestnanec,Turčianske Teplice,
5,OĽANO A PRIATELIA,79,Ondrej,Gubač,Mgr.,49,riaditeľ divadla,Kendice,
5,OĽANO A PRIATELIA,80,Richard,Matiaščik,Ing.,49,manažér,Košice,
5,OĽANO A PRIATELIA,81,Slavomír,Reištetter,Bc.,50,štátny zamestnanec,Lipany,
5,OĽANO A PRIATELIA,82,Adam,Šarišský,,23,koordinátor mládeže,Žilina,
5,OĽANO A PRIATELIA,83,Viera,Olbertová,Ing. Mgr.,63,technička v neurologickej ambulancii,Krásno nad Kysucou,
5,OĽANO A PRIATELIA,84,Jaroslav,Rusina,,43,podnikateľ,Medzibrod,
5,OĽANO A PRIATELIA,85,Margaréta,Mašírová,Mgr.,27,štátna zamestnankyňa,Nová Baňa,
5,OĽANO A PRIATELIA,86,Martin,Kovalčík,"Ing., MBA",52,"okresný úrad, hlavný radca",Prešov,
5,OĽANO A PRIATELIA,87,Iveta,Galbavá,,57,"expertka na medzinárodné vzťahy, odborná podpora Slovákov žijúcich v zahraničí",Trenčianska Teplá,
5,OĽANO A PRIATELIA,88,Tomáš,Serina,Bc.,29,asistent poslanca,Senica,
5,OĽANO A PRIATELIA,89,František,Krempaský,Ing.,61,podnikateľ,Spišské Hanušovce,
5,OĽANO A PRIATELIA,90,Dušan,Ondrík,,54,manažér,Vitanová,
5,OĽANO A PRIATELIA,91,Jaroslav,Chanas,Mgr.,48,učiteľ,Košice,
5,OĽANO A PRIATELIA,92,Ľubomír,Lapšanský,Ing. arch.,68,architekt,Bratislava,
5,OĽANO A PRIATELIA,93,Helena,Mišáková,Ing.,57,podnikateľka,Trenčín,
5,OĽANO A PRIATELIA,94,Jozef,Repaský,Ing.,65,prednosta okresného úradu,Liptovský Mikuláš,
5,OĽANO A PRIATELIA,95,Juraj,Pohár,Mgr.,40,"konateľ spoločnosti, živnostník",Vydrany,
5,OĽANO A PRIATELIA,96,Martin,Hodulík,Mgr.,51,podnikateľ,Horné Orešany,
5,OĽANO A PRIATELIA,97,Pavol,Kupka,Mgr.,30,"učiteľ, lektor cudzích jazykov",Čadca,
5,OĽANO A PRIATELIA,98,Gabriel,Gaži,"RNDr., MPH",60,informatik,Bratislava,
5,OĽANO A PRIATELIA,99,Rafael,Janíček,"Bc., MBA",30,riaditeľ spoločnosti,Trenčín,
5,OĽANO A PRIATELIA,100,Peter,Janó,,63,konateľ spoločnosti,Tlmače,
5,OĽANO A PRIATELIA,101,Martin,Pavlík,,53,živnostník,Makov,
5,OĽANO A PRIATELIA,102,Dionýz,Solár,Ing.,50,prednosta okresného úradu,Nové Zámky,
5,OĽANO A PRIATELIA,103,Martin,Konečný,"Mgr., PhD.",40,manažér,Košice,
5,OĽANO A PRIATELIA,104,Kvetoslav,Jursa,,53,vedúci oddelenia správy registratúry,Malacky,
5,OĽANO A PRIATELIA,105,Michal,Krenžel,Mgr.,40,"učiteľ, živnostník",Čadca,
5,OĽANO A PRIATELIA,106,Milan,Remenár,Ing.,51,"podnikateľ, IT expert",Trnava,
