Kód kraja,Názov kraja,Kód územného obvodu,Názov územného obvodu,Kód okresu,Názov okresu,Kód obce,Názov obce,Okrsok,Počet platných hlasov spolu,Počet platných hlasov za Piráti,Podiel platných hlasov v % za Piráti,Počet platných hlasov za PRINCÍP,Podiel platných hlasov v % za PRINCÍP,Počet platných hlasov za PS,Podiel platných hlasov v % za PS,Počet platných hlasov za SOS,Podiel platných hlasov v % za SOS,"Počet platných hlasov za OĽANO A PRIATELIA, KÚ a ZA ĽUDÍ","Podiel platných hlasov v % za OĽANO A PRIATELIA, KÚ a ZA ĽUDÍ",Počet platných hlasov za KSS,Podiel platných hlasov v % za KSS,"Počet platných hlasov za MF, ODS, ZR, RK, DS","Podiel platných hlasov v % za MF, ODS, ZR, RK, DS",Počet platných hlasov za VB,Podiel platných hlasov v % za VB,Počet platných hlasov za MM,Podiel platných hlasov v % za MM,Počet platných hlasov za SPRAVODLIVOSŤ,Podiel platných hlasov v % za SPRAVODLIVOSŤ,Počet platných hlasov za SHO,Podiel platných hlasov v % za SHO,Počet platných hlasov za SaS,Podiel platných hlasov v % za SaS,Počet platných hlasov za SME RODINA,Podiel platných hlasov v % za SME RODINA,Počet platných hlasov za MySlovensko,Podiel platných hlasov v % za MySlovensko,Počet platných hlasov za SNS,Podiel platných hlasov v % za SNS,Počet platných hlasov za SMER - SD,Podiel platných hlasov v % za SMER - SD,Počet platných hlasov za HLAS - SD,Podiel platných hlasov v % za HLAS - SD,Počet platných hlasov za SZÖVETSÉG - ALIANCIA,Podiel platných hlasov v % za SZÖVETSÉG - ALIANCIA,Počet platných hlasov za SRDCE - SNJ,Podiel platných hlasov v % za SRDCE - SNJ,Počet platných hlasov za SDKÚ - DS,Podiel platných hlasov v % za SDKÚ - DS,Počet platných hlasov za ĽSNS,Podiel platných hlasov v % za ĽSNS,Počet platných hlasov za Demokrati,Podiel platných hlasov v % za Demokrati,Počet platných hlasov za KDH,Podiel platných hlasov v % za KDH,Počet platných hlasov za KARMA,Podiel platných hlasov v % za KARMA,Počet platných hlasov za REPUBLIKA,Podiel platných hlasov v % za REPUBLIKA
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,12,432,,,,,176.0,40.74,,,18.0,4.16,,,1.0,0.23,,,3.0,0.69,,,,,65.0,15.04,5.0,1.15,,,9.0,2.08,58.0,13.42,41.0,9.49,1.0,0.23,,,,,1.0,0.23,16.0,3.7,30.0,6.94,,,8.0,1.85
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,13,490,1.0,0.2,,,206.0,42.04,,,23.0,4.69,1.0,0.2,1.0,0.2,,,,,,,,,84.0,17.14,2.0,0.4,,,25.0,5.1,70.0,14.28,39.0,7.95,,,1.0,0.2,,,2.0,0.4,13.0,2.65,15.0,3.06,,,7.0,1.42
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,14,918,,,,,324.0,35.29,,,53.0,5.77,2.0,0.21,,,1.0,0.1,1.0,0.1,,,,,167.0,18.19,7.0,0.76,,,42.0,4.57,147.0,16.01,76.0,8.27,6.0,0.65,,,,,1.0,0.1,35.0,3.81,38.0,4.13,,,18.0,1.96
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,15,867,1.0,0.11,,,337.0,38.86,,,47.0,5.42,,,,,,,,,2.0,0.23,,,136.0,15.68,8.0,0.92,,,35.0,4.03,140.0,16.14,63.0,7.26,5.0,0.57,1.0,0.11,1.0,0.11,3.0,0.34,38.0,4.38,28.0,3.22,,,22.0,2.53
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,16,826,1.0,0.12,,,270.0,32.68,1.0,0.12,35.0,4.23,,,,,,,3.0,0.36,,,,,132.0,15.98,10.0,1.21,1.0,0.12,36.0,4.35,154.0,18.64,69.0,8.35,,,,,,,4.0,0.48,43.0,5.2,49.0,5.93,2.0,0.24,16.0,1.93
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,17,933,2.0,0.21,,,330.0,35.36,1.0,0.1,50.0,5.35,,,,,,,3.0,0.32,3.0,0.32,,,151.0,16.18,13.0,1.39,,,46.0,4.93,154.0,16.5,79.0,8.46,4.0,0.42,,,,,5.0,0.53,43.0,4.6,31.0,3.32,,,18.0,1.92
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,18,684,3.0,0.43,,,273.0,39.91,,,14.0,2.04,1.0,0.14,,,,,3.0,0.43,,,,,95.0,13.88,6.0,0.87,1.0,0.14,26.0,3.8,106.0,15.49,56.0,8.18,2.0,0.29,,,,,2.0,0.29,33.0,4.82,40.0,5.84,,,23.0,3.36
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,19,780,2.0,0.25,,,312.0,40.0,,,30.0,3.84,1.0,0.12,,,,,3.0,0.38,,,,,110.0,14.1,10.0,1.28,,,28.0,3.58,146.0,18.71,59.0,7.56,1.0,0.12,,,,,1.0,0.12,37.0,4.74,29.0,3.71,,,11.0,1.41
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,20,663,,,,,279.0,42.08,,,29.0,4.37,4.0,0.6,,,,,2.0,0.3,,,,,100.0,15.08,2.0,0.3,,,27.0,4.07,100.0,15.08,43.0,6.48,4.0,0.6,,,,,5.0,0.75,26.0,3.92,26.0,3.92,1.0,0.15,15.0,2.26
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,21,640,2.0,0.31,,,227.0,35.46,,,32.0,5.0,,,1.0,0.15,,,,,1.0,0.15,,,101.0,15.78,9.0,1.4,,,18.0,2.81,108.0,16.87,52.0,8.12,2.0,0.31,,,,,1.0,0.15,35.0,5.46,39.0,6.09,,,12.0,1.87
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,22,686,3.0,0.43,,,257.0,37.46,,,34.0,4.95,1.0,0.14,,,,,3.0,0.43,,,,,99.0,14.43,7.0,1.02,,,29.0,4.22,124.0,18.07,40.0,5.83,3.0,0.43,1.0,0.14,,,3.0,0.43,31.0,4.51,27.0,3.93,,,24.0,3.49
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,23,633,,,1.0,0.15,237.0,37.44,1.0,0.15,16.0,2.52,3.0,0.47,1.0,0.15,,,,,,,,,94.0,14.84,2.0,0.31,1.0,0.15,22.0,3.47,101.0,15.95,74.0,11.69,1.0,0.15,,,,,1.0,0.15,23.0,3.63,27.0,4.26,,,28.0,4.42
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,24,725,,,1.0,0.13,287.0,39.58,,,32.0,4.41,2.0,0.27,,,,,9.0,1.24,1.0,0.13,,,101.0,13.93,10.0,1.37,,,25.0,3.44,106.0,14.62,63.0,8.68,3.0,0.41,,,,,1.0,0.13,32.0,4.41,28.0,3.86,2.0,0.27,22.0,3.03
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,25,506,3.0,0.59,,,218.0,43.08,,,27.0,5.33,,,,,,,2.0,0.39,,,,,74.0,14.62,1.0,0.19,,,14.0,2.76,79.0,15.61,36.0,7.11,,,,,,,1.0,0.19,20.0,3.95,22.0,4.34,,,9.0,1.77
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,26,553,2.0,0.36,,,187.0,33.81,1.0,0.18,35.0,6.32,1.0,0.18,1.0,0.18,,,3.0,0.54,,,,,67.0,12.11,2.0,0.36,1.0,0.18,28.0,5.06,98.0,17.72,65.0,11.75,2.0,0.36,,,,,1.0,0.18,18.0,3.25,29.0,5.24,,,12.0,2.16
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,27,632,,,,,209.0,33.06,,,21.0,3.32,1.0,0.15,2.0,0.31,,,4.0,0.63,,,,,101.0,15.98,9.0,1.42,,,33.0,5.22,121.0,19.14,54.0,8.54,1.0,0.15,,,,,2.0,0.31,23.0,3.63,33.0,5.22,,,18.0,2.84
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,28,587,1.0,0.17,1.0,0.17,221.0,37.64,,,27.0,4.59,,,,,,,3.0,0.51,,,,,72.0,12.26,4.0,0.68,,,26.0,4.42,112.0,19.08,49.0,8.34,1.0,0.17,,,,,4.0,0.68,22.0,3.74,29.0,4.94,,,15.0,2.55
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,29,662,7.0,1.05,,,231.0,34.89,1.0,0.15,38.0,5.74,,,1.0,0.15,,,7.0,1.05,,,,,74.0,11.17,12.0,1.81,1.0,0.15,28.0,4.22,123.0,18.58,44.0,6.64,3.0,0.45,1.0,0.15,,,1.0,0.15,35.0,5.28,37.0,5.58,,,18.0,2.71
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,30,595,2.0,0.33,,,203.0,34.11,,,38.0,6.38,1.0,0.16,,,,,,,,,,,91.0,15.29,11.0,1.84,,,26.0,4.36,101.0,16.97,51.0,8.57,2.0,0.33,,,2.0,0.33,1.0,0.16,32.0,5.37,21.0,3.52,,,13.0,2.18
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,31,524,,,,,181.0,34.54,2.0,0.38,28.0,5.34,1.0,0.19,,,,,,,,,,,77.0,14.69,4.0,0.76,,,18.0,3.43,112.0,21.37,36.0,6.87,1.0,0.19,,,,,,,25.0,4.77,29.0,5.53,,,10.0,1.9
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,32,659,2.0,0.3,,,243.0,36.87,,,31.0,4.7,,,,,,,2.0,0.3,,,,,86.0,13.05,11.0,1.66,1.0,0.15,20.0,3.03,127.0,19.27,55.0,8.34,6.0,0.91,,,1.0,0.15,2.0,0.3,28.0,4.24,30.0,4.55,,,14.0,2.12
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,33,674,2.0,0.29,,,263.0,39.02,,,35.0,5.19,1.0,0.14,,,,,1.0,0.14,,,,,80.0,11.86,10.0,1.48,,,25.0,3.7,121.0,17.95,63.0,9.34,1.0,0.14,,,,,2.0,0.29,25.0,3.7,33.0,4.89,,,12.0,1.78
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,34,629,3.0,0.47,,,189.0,30.04,,,32.0,5.08,,,1.0,0.15,,,2.0,0.31,,,,,98.0,15.58,8.0,1.27,2.0,0.31,31.0,4.92,104.0,16.53,73.0,11.6,3.0,0.47,,,,,4.0,0.63,34.0,5.4,32.0,5.08,1.0,0.15,12.0,1.9
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,35,633,3.0,0.47,,,204.0,32.22,,,37.0,5.84,,,,,,,1.0,0.15,2.0,0.31,,,91.0,14.37,5.0,0.78,,,33.0,5.21,114.0,18.0,58.0,9.16,1.0,0.15,,,1.0,0.15,5.0,0.78,30.0,4.73,31.0,4.89,1.0,0.15,16.0,2.52
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,36,570,5.0,0.87,,,195.0,34.21,,,25.0,4.38,1.0,0.17,1.0,0.17,,,,,,,,,83.0,14.56,4.0,0.7,,,28.0,4.91,97.0,17.01,58.0,10.17,1.0,0.17,,,,,5.0,0.87,31.0,5.43,24.0,4.21,,,12.0,2.1
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,37,592,,,,,201.0,33.95,,,38.0,6.41,1.0,0.16,,,,,3.0,0.5,,,,,85.0,14.35,6.0,1.01,,,33.0,5.57,99.0,16.72,50.0,8.44,3.0,0.5,,,,,1.0,0.16,21.0,3.54,35.0,5.91,,,16.0,2.7
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,38,837,3.0,0.35,,,300.0,35.84,1.0,0.11,32.0,3.82,1.0,0.11,,,,,2.0,0.23,1.0,0.11,2.0,0.23,127.0,15.17,14.0,1.67,,,32.0,3.82,140.0,16.72,67.0,8.0,5.0,0.59,1.0,0.11,,,1.0,0.11,33.0,3.94,56.0,6.69,,,19.0,2.27
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,39,842,,,,,314.0,37.29,,,33.0,3.91,,,,,,,5.0,0.59,,,,,128.0,15.2,8.0,0.95,,,31.0,3.68,120.0,14.25,80.0,9.5,4.0,0.47,1.0,0.11,,,6.0,0.71,41.0,4.86,49.0,5.81,2.0,0.23,20.0,2.37
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,40,1063,2.0,0.18,,,340.0,31.98,2.0,0.18,57.0,5.36,,,,,,,5.0,0.47,,,,,179.0,16.83,13.0,1.22,1.0,0.09,35.0,3.29,187.0,17.59,112.0,10.53,7.0,0.65,1.0,0.09,,,2.0,0.18,50.0,4.7,50.0,4.7,,,20.0,1.88
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,41,1025,2.0,0.19,,,375.0,36.58,,,44.0,4.29,,,1.0,0.09,,,8.0,0.78,1.0,0.09,,,131.0,12.78,12.0,1.17,1.0,0.09,43.0,4.19,167.0,16.29,78.0,7.6,10.0,0.97,1.0,0.09,,,4.0,0.39,52.0,5.07,63.0,6.14,,,32.0,3.12
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,42,1091,5.0,0.45,,,417.0,38.22,2.0,0.18,55.0,5.04,3.0,0.27,1.0,0.09,,,5.0,0.45,,,,,160.0,14.66,5.0,0.45,1.0,0.09,37.0,3.39,145.0,13.29,81.0,7.42,7.0,0.64,,,,,1.0,0.09,54.0,4.94,79.0,7.24,,,33.0,3.02
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,43,1078,1.0,0.09,,,358.0,33.2,1.0,0.09,50.0,4.63,2.0,0.18,,,1.0,0.09,1.0,0.09,1.0,0.09,,,160.0,14.84,20.0,1.85,,,39.0,3.61,182.0,16.88,111.0,10.29,6.0,0.55,,,,,1.0,0.09,54.0,5.0,65.0,6.02,,,25.0,2.31
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,44,1073,1.0,0.09,1.0,0.09,429.0,39.98,,,41.0,3.82,1.0,0.09,,,1.0,0.09,6.0,0.55,,,,,167.0,15.56,11.0,1.02,1.0,0.09,35.0,3.26,164.0,15.28,85.0,7.92,11.0,1.02,,,,,8.0,0.74,49.0,4.56,37.0,3.44,,,25.0,2.32
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,45,726,4.0,0.55,2.0,0.27,247.0,34.02,,,32.0,4.4,1.0,0.13,,,,,2.0,0.27,,,,,126.0,17.35,5.0,0.68,1.0,0.13,32.0,4.4,115.0,15.84,66.0,9.09,4.0,0.55,,,,,5.0,0.68,30.0,4.13,28.0,3.85,,,26.0,3.58
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,46,887,4.0,0.45,,,209.0,23.56,1.0,0.11,87.0,9.8,2.0,0.22,2.0,0.22,,,5.0,0.56,2.0,0.22,,,97.0,10.93,20.0,2.25,4.0,0.45,45.0,5.07,183.0,20.63,95.0,10.71,2.0,0.22,,,,,4.0,0.45,20.0,2.25,45.0,5.07,1.0,0.11,59.0,6.65
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,47,557,1.0,0.17,,,206.0,36.98,,,28.0,5.02,,,,,,,,,3.0,0.53,,,68.0,12.2,7.0,1.25,1.0,0.17,20.0,3.59,87.0,15.61,60.0,10.77,4.0,0.71,1.0,0.17,,,1.0,0.17,22.0,3.94,38.0,6.82,,,10.0,1.79
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,48,453,,,,,172.0,37.96,,,32.0,7.06,,,,,,,1.0,0.22,,,,,64.0,14.12,8.0,1.76,,,16.0,3.53,76.0,16.77,36.0,7.94,2.0,0.44,2.0,0.44,,,,,10.0,2.2,28.0,6.18,,,6.0,1.32
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,49,430,,,,,150.0,34.88,,,25.0,5.81,1.0,0.23,,,,,,,,,,,71.0,16.51,1.0,0.23,,,19.0,4.41,63.0,14.65,40.0,9.3,,,2.0,0.46,,,4.0,0.93,16.0,3.72,25.0,5.81,,,13.0,3.02
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,50,656,,,,,242.0,36.89,,,37.0,5.64,1.0,0.15,,,2.0,0.3,2.0,0.3,,,,,93.0,14.17,7.0,1.06,,,37.0,5.64,105.0,16.0,58.0,8.84,3.0,0.45,,,1.0,0.15,4.0,0.6,28.0,4.26,26.0,3.96,,,10.0,1.52
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,51,562,,,,,209.0,37.18,,,18.0,3.2,,,1.0,0.17,,,1.0,0.17,1.0,0.17,,,85.0,15.12,5.0,0.88,2.0,0.35,20.0,3.55,79.0,14.05,51.0,9.07,5.0,0.88,,,,,2.0,0.35,30.0,5.33,29.0,5.16,1.0,0.17,23.0,4.09
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,52,556,1.0,0.17,,,184.0,33.09,,,24.0,4.31,,,1.0,0.17,,,1.0,0.17,,,,,75.0,13.48,9.0,1.61,,,28.0,5.03,95.0,17.08,64.0,11.51,6.0,1.07,,,,,3.0,0.53,30.0,5.39,29.0,5.21,,,6.0,1.07
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,53,687,1.0,0.14,,,274.0,39.88,,,26.0,3.78,1.0,0.14,,,,,3.0,0.43,,,,,124.0,18.04,6.0,0.87,,,25.0,3.63,95.0,13.82,45.0,6.55,5.0,0.72,,,1.0,0.14,4.0,0.58,32.0,4.65,33.0,4.8,,,12.0,1.74
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,54,852,1.0,0.11,,,325.0,38.14,,,34.0,3.99,3.0,0.35,4.0,0.46,,,1.0,0.11,,,,,133.0,15.61,9.0,1.05,,,31.0,3.63,137.0,16.07,61.0,7.15,4.0,0.46,1.0,0.11,,,6.0,0.7,51.0,5.98,30.0,3.52,,,21.0,2.46
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,55,750,2.0,0.26,,,302.0,40.26,,,23.0,3.06,,,,,,,2.0,0.26,1.0,0.13,,,131.0,17.46,3.0,0.4,,,31.0,4.13,113.0,15.06,62.0,8.26,4.0,0.53,,,,,2.0,0.26,25.0,3.33,36.0,4.8,,,13.0,1.73
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,56,589,,,,,214.0,36.33,,,39.0,6.62,,,,,,,4.0,0.67,1.0,0.16,,,96.0,16.29,8.0,1.35,1.0,0.16,25.0,4.24,78.0,13.24,54.0,9.16,5.0,0.84,2.0,0.33,,,7.0,1.18,20.0,3.39,21.0,3.56,3.0,0.5,11.0,1.86
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,57,563,1.0,0.17,,,197.0,34.99,3.0,0.53,29.0,5.15,,,,,,,2.0,0.35,,,,,71.0,12.61,5.0,0.88,,,17.0,3.01,88.0,15.63,71.0,12.61,2.0,0.35,2.0,0.35,,,3.0,0.53,22.0,3.9,42.0,7.46,,,8.0,1.42
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,58,661,2.0,0.3,,,240.0,36.3,,,26.0,3.93,,,,,,,3.0,0.45,,,,,106.0,16.03,4.0,0.6,,,25.0,3.78,120.0,18.15,47.0,7.11,,,1.0,0.15,,,1.0,0.15,21.0,3.17,41.0,6.2,3.0,0.45,21.0,3.17
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,59,565,2.0,0.35,,,230.0,40.7,1.0,0.17,32.0,5.66,,,,,,,5.0,0.88,,,1.0,0.17,91.0,16.1,9.0,1.59,,,22.0,3.89,76.0,13.45,39.0,6.9,4.0,0.7,,,,,2.0,0.35,18.0,3.18,22.0,3.89,1.0,0.17,10.0,1.76
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,60,569,,,,,186.0,32.68,,,19.0,3.33,,,,,,,4.0,0.7,,,,,72.0,12.65,15.0,2.63,,,18.0,3.16,121.0,21.26,61.0,10.72,3.0,0.52,,,,,1.0,0.17,26.0,4.56,27.0,4.74,,,16.0,2.81
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,61,536,1.0,0.18,,,148.0,27.61,1.0,0.18,36.0,6.71,1.0,0.18,,,,,2.0,0.37,1.0,0.18,,,76.0,14.17,4.0,0.74,,,31.0,5.78,120.0,22.38,45.0,8.39,8.0,1.49,,,,,3.0,0.55,19.0,3.54,30.0,5.59,,,10.0,1.86
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,62,480,2.0,0.41,,,160.0,33.33,,,27.0,5.62,,,,,,,1.0,0.2,,,,,64.0,13.33,7.0,1.45,,,20.0,4.16,82.0,17.08,38.0,7.91,,,,,,,1.0,0.2,30.0,6.25,28.0,5.83,1.0,0.2,19.0,3.95
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,63,551,2.0,0.36,,,192.0,34.84,,,24.0,4.35,,,1.0,0.18,,,,,,,,,92.0,16.69,15.0,2.72,,,16.0,2.9,93.0,16.87,59.0,10.7,2.0,0.36,,,1.0,0.18,1.0,0.18,18.0,3.26,25.0,4.53,1.0,0.18,9.0,1.63
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,64,517,,,,,193.0,37.33,,,30.0,5.8,,,1.0,0.19,,,,,,,,,74.0,14.31,6.0,1.16,,,19.0,3.67,79.0,15.28,55.0,10.63,3.0,0.58,,,,,1.0,0.19,24.0,4.64,23.0,4.44,,,9.0,1.74
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,65,995,3.0,0.3,1.0,0.1,282.0,28.34,2.0,0.2,68.0,6.83,,,,,,,3.0,0.3,1.0,0.1,1.0,0.1,136.0,13.66,13.0,1.3,1.0,0.1,59.0,5.92,182.0,18.29,96.0,9.64,2.0,0.2,2.0,0.2,,,7.0,0.7,52.0,5.22,53.0,5.32,2.0,0.2,29.0,2.91
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,66,834,2.0,0.23,,,264.0,31.65,,,67.0,8.03,6.0,0.71,,,1.0,0.11,2.0,0.23,1.0,0.11,,,92.0,11.03,9.0,1.07,1.0,0.11,35.0,4.19,180.0,21.58,74.0,8.87,1.0,0.11,,,,,5.0,0.59,38.0,4.55,28.0,3.35,,,28.0,3.35
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,67,828,2.0,0.24,,,275.0,33.21,1.0,0.12,59.0,7.12,2.0,0.24,,,,,4.0,0.48,,,,,110.0,13.28,17.0,2.05,1.0,0.12,40.0,4.83,156.0,18.84,61.0,7.36,2.0,0.24,,,,,8.0,0.96,30.0,3.62,27.0,3.26,1.0,0.12,32.0,3.86
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,68,803,2.0,0.24,,,257.0,32.0,,,47.0,5.85,,,4.0,0.49,,,5.0,0.62,1.0,0.12,,,116.0,14.44,11.0,1.36,,,27.0,3.36,123.0,15.31,70.0,8.71,6.0,0.74,,,1.0,0.12,5.0,0.62,60.0,7.47,53.0,6.6,3.0,0.37,12.0,1.49
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,69,855,,,2.0,0.23,358.0,41.87,,,28.0,3.27,,,1.0,0.11,,,3.0,0.35,1.0,0.11,,,122.0,14.26,6.0,0.7,,,29.0,3.39,118.0,13.8,58.0,6.78,2.0,0.23,1.0,0.11,,,2.0,0.23,42.0,4.91,68.0,7.95,3.0,0.35,11.0,1.28
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529320,Bratislava - Ružinov,70,856,2.0,0.23,,,269.0,31.42,,,43.0,5.02,,,,,,,3.0,0.35,,,,,109.0,12.73,12.0,1.4,1.0,0.11,41.0,4.78,159.0,18.57,80.0,9.34,2.0,0.23,2.0,0.23,,,,,39.0,4.55,59.0,6.89,,,35.0,4.08
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529338,Bratislava - Vrakuňa,1,1033,,,,,354.0,34.26,1.0,0.09,74.0,7.16,,,,,,,2.0,0.19,3.0,0.29,,,192.0,18.58,17.0,1.64,3.0,0.29,36.0,3.48,161.0,15.58,88.0,8.51,3.0,0.29,1.0,0.09,,,11.0,1.06,32.0,3.09,35.0,3.38,,,20.0,1.93
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529338,Bratislava - Vrakuňa,2,1070,5.0,0.46,1.0,0.09,369.0,34.48,1.0,0.09,89.0,8.31,,,,,,,4.0,0.37,1.0,0.09,,,185.0,17.28,21.0,1.96,,,35.0,3.27,183.0,17.1,65.0,6.07,3.0,0.28,,,,,6.0,0.56,43.0,4.01,34.0,3.17,,,25.0,2.33
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529338,Bratislava - Vrakuňa,3,999,5.0,0.5,,,302.0,30.23,,,80.0,8.0,2.0,0.2,2.0,0.2,,,5.0,0.5,2.0,0.2,,,146.0,14.61,17.0,1.7,,,21.0,2.1,153.0,15.31,116.0,11.61,19.0,1.9,,,1.0,0.1,1.0,0.1,42.0,4.2,54.0,5.4,,,31.0,3.1
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529338,Bratislava - Vrakuňa,4,886,2.0,0.22,1.0,0.11,209.0,23.58,,,69.0,7.78,,,2.0,0.22,,,3.0,0.33,,,1.0,0.11,90.0,10.15,32.0,3.61,2.0,0.22,41.0,4.62,187.0,21.1,117.0,13.2,10.0,1.12,2.0,0.22,,,6.0,0.67,35.0,3.95,41.0,4.62,2.0,0.22,34.0,3.83
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529338,Bratislava - Vrakuňa,5,918,2.0,0.21,,,249.0,27.12,1.0,0.1,69.0,7.51,1.0,0.1,5.0,0.54,,,2.0,0.21,1.0,0.1,,,104.0,11.32,12.0,1.3,1.0,0.1,49.0,5.33,197.0,21.45,120.0,13.07,8.0,0.87,2.0,0.21,,,1.0,0.1,37.0,4.03,35.0,3.81,,,22.0,2.39
1,Bratislavský kraj,101,Bratislava,102,Bratislava II,529338,Bratislava - Vrakuňa,6,762,3.0,0.39,,,188.0,24.67,,,74.0,9.71,1.0,0.13,1.0,0.13,1.0,0.13,1.0,0.13,1.0,0.13,,,79.0,10.36,14.0,1.83,,,39.0,5.11,166.0,21.78,99.0,12.99,5.0,0.65,,,,,3.0,0.39,33.0,4.33,30.0,3.93,,,24.0,3.14
