Kód kraja,Názov kraja,Kód územného obvodu,Názov územného obvodu,Kód okresu,Názov okresu,Kód obce,Názov obce,Počet platných hlasov spolu,Počet platných hlasov za Piráti,Podiel platných hlasov v % za Piráti,Počet platných hlasov za PRINCÍP,Podiel platných hlasov v % za PRINCÍP,Počet platných hlasov za PS,Podiel platných hlasov v % za PS,Počet platných hlasov za SOS,Podiel platných hlasov v % za SOS,"Počet platných hlasov za OĽANO A PRIATELIA, KÚ a ZA ĽUDÍ","Podiel platných hlasov v % za OĽANO A PRIATELIA, KÚ a ZA ĽUDÍ",Počet platných hlasov za KSS,Podiel platných hlasov v % za KSS,"Počet platných hlasov za MF, ODS, ZR, RK, DS","Podiel platných hlasov v % za MF, ODS, ZR, RK, DS",Počet platných hlasov za VB,Podiel platných hlasov v % za VB,Počet platných hlasov za MM,Podiel platných hlasov v % za MM,Počet platných hlasov za SPRAVODLIVOSŤ,Podiel platných hlasov v % za SPRAVODLIVOSŤ,Počet platných hlasov za SHO,Podiel platných hlasov v % za SHO,Počet platných hlasov za SaS,Podiel platných hlasov v % za SaS,Počet platných hlasov za SME RODINA,Podiel platných hlasov v % za SME RODINA,Počet platných hlasov za MySlovensko,Podiel platných hlasov v % za MySlovensko,Počet platných hlasov za SNS,Podiel platných hlasov v % za SNS,Počet platných hlasov za SMER - SD,Podiel platných hlasov v % za SMER - SD,Počet platných hlasov za HLAS - SD,Podiel platných hlasov v % za HLAS - SD,Počet platných hlasov za SZÖVETSÉG - ALIANCIA,Podiel platných hlasov v % za SZÖVETSÉG - ALIANCIA,Počet platných hlasov za SRDCE - SNJ,Podiel platných hlasov v % za SRDCE - SNJ,Počet platných hlasov za SDKÚ - DS,Podiel platných hlasov v % za SDKÚ - DS,Počet platných hlasov za ĽSNS,Podiel platných hlasov v % za ĽSNS,Počet platných hlasov za Demokrati,Podiel platných hlasov v % za Demokrati,Počet platných hlasov za KDH,Podiel platných hlasov v % za KDH,Počet platných hlasov za KARMA,Podiel platných hlasov v % za KARMA,Počet platných hlasov za REPUBLIKA,Podiel platných hlasov v % za REPUBLIKA
1,Bratislavský kraj,102,Malacky,106,Malacky,504947,Veľké Leváre,1972,4.0,0.2,,,329.0,16.68,1.0,0.05,214.0,10.85,6.0,0.3,1.0,0.05,2.0,0.1,1.0,0.05,1.0,0.05,1.0,0.05,134.0,6.79,44.0,2.23,2.0,0.1,76.0,3.85,591.0,29.96,275.0,13.94,2.0,0.1,,,1.0,0.05,23.0,1.16,52.0,2.63,80.0,4.05,1.0,0.05,131.0,6.64
1,Bratislavský kraj,102,Malacky,106,Malacky,508349,Vysoká pri Morave,1169,2.0,0.17,,,202.0,17.27,3.0,0.25,134.0,11.46,4.0,0.34,1.0,0.08,,,3.0,0.25,2.0,0.17,,,90.0,7.69,46.0,3.93,,,48.0,4.1,268.0,22.92,214.0,18.3,1.0,0.08,2.0,0.17,1.0,0.08,5.0,0.42,46.0,3.93,35.0,2.99,6.0,0.51,56.0,4.79
1,Bratislavský kraj,102,Malacky,106,Malacky,500267,Záhorie (vojenský obvod),75,,,,,5.0,6.66,,,2.0,2.66,1.0,1.33,,,,,,,,,,,5.0,6.66,2.0,2.66,,,10.0,13.33,24.0,32.0,16.0,21.33,,,,,,,2.0,2.66,1.0,1.33,2.0,2.66,,,5.0,6.66
1,Bratislavský kraj,102,Malacky,106,Malacky,508365,Záhorská Ves,855,1.0,0.11,,,128.0,14.97,2.0,0.23,114.0,13.33,2.0,0.23,,,,,1.0,0.11,1.0,0.11,1.0,0.11,27.0,3.15,43.0,5.02,2.0,0.23,33.0,3.85,243.0,28.42,157.0,18.36,1.0,0.11,1.0,0.11,,,9.0,1.05,18.0,2.1,15.0,1.75,,,56.0,6.54
1,Bratislavský kraj,102,Malacky,106,Malacky,504980,Závod,1595,8.0,0.5,,,205.0,12.85,4.0,0.25,131.0,8.21,7.0,0.43,,,1.0,0.06,,,1.0,0.06,,,84.0,5.26,41.0,2.57,,,61.0,3.82,561.0,35.17,270.0,16.92,1.0,0.06,1.0,0.06,,,20.0,1.25,61.0,3.82,69.0,4.32,,,69.0,4.32
1,Bratislavský kraj,102,Malacky,106,Malacky,508381,Zohor,2045,4.0,0.19,1.0,0.04,483.0,23.61,3.0,0.14,204.0,9.97,4.0,0.19,,,,,5.0,0.24,5.0,0.24,,,188.0,9.19,59.0,2.88,2.0,0.09,71.0,3.47,358.0,17.5,259.0,12.66,2.0,0.09,4.0,0.19,,,18.0,0.88,107.0,5.23,138.0,6.74,4.0,0.19,126.0,6.16
1,Bratislavský kraj,103,Pezinok,107,Pezinok,507806,Báhoň,1075,9.0,0.83,,,224.0,20.83,5.0,0.46,95.0,8.83,10.0,0.93,1.0,0.09,,,4.0,0.37,4.0,0.37,1.0,0.09,65.0,6.04,15.0,1.39,,,40.0,3.72,228.0,21.2,144.0,13.39,1.0,0.09,1.0,0.09,2.0,0.18,8.0,0.74,57.0,5.3,89.0,8.27,,,72.0,6.69
1,Bratislavský kraj,103,Pezinok,107,Pezinok,507849,Budmerice,1455,7.0,0.48,3.0,0.2,295.0,20.27,1.0,0.06,127.0,8.72,10.0,0.68,1.0,0.06,13.0,0.89,1.0,0.06,1.0,0.06,2.0,0.13,106.0,7.28,20.0,1.37,2.0,0.13,76.0,5.22,354.0,24.32,189.0,12.98,,,6.0,0.41,,,14.0,0.96,45.0,3.09,116.0,7.97,3.0,0.2,63.0,4.32
1,Bratislavský kraj,103,Pezinok,107,Pezinok,507857,Častá,1474,6.0,0.4,,,336.0,22.79,2.0,0.13,109.0,7.39,6.0,0.4,1.0,0.06,,,1.0,0.06,2.0,0.13,,,100.0,6.78,41.0,2.78,2.0,0.13,92.0,6.24,398.0,27.0,158.0,10.71,,,,,1.0,0.06,9.0,0.61,40.0,2.71,91.0,6.17,3.0,0.2,76.0,5.15
1,Bratislavský kraj,103,Pezinok,107,Pezinok,507873,Doľany,695,2.0,0.28,,,117.0,16.83,2.0,0.28,96.0,13.81,6.0,0.86,,,,,,,,,,,31.0,4.46,23.0,3.3,,,40.0,5.75,181.0,26.04,84.0,12.08,,,,,,,7.0,1.0,31.0,4.46,47.0,6.76,,,28.0,4.02
1,Bratislavský kraj,103,Pezinok,107,Pezinok,507881,Dubová,724,2.0,0.27,1.0,0.13,131.0,18.09,,,62.0,8.56,1.0,0.13,,,2.0,0.27,,,1.0,0.13,,,35.0,4.83,13.0,1.79,,,58.0,8.01,200.0,27.62,96.0,13.25,,,,,,,7.0,0.96,27.0,3.72,57.0,7.87,1.0,0.13,30.0,4.14
1,Bratislavský kraj,103,Pezinok,107,Pezinok,507946,Jablonec,618,4.0,0.64,,,99.0,16.01,,,57.0,9.22,3.0,0.48,,,,,1.0,0.16,1.0,0.16,,,36.0,5.82,12.0,1.94,,,25.0,4.04,160.0,25.88,86.0,13.91,,,,,,,4.0,0.64,25.0,4.04,51.0,8.25,3.0,0.48,51.0,8.25
1,Bratislavský kraj,103,Pezinok,107,Pezinok,508047,Limbach,1426,3.0,0.21,1.0,0.07,444.0,31.13,1.0,0.07,107.0,7.5,4.0,0.28,1.0,0.07,,,5.0,0.35,1.0,0.07,,,187.0,13.11,12.0,0.84,2.0,0.14,72.0,5.04,226.0,15.84,177.0,12.41,1.0,0.07,,,,,8.0,0.56,66.0,4.62,71.0,4.97,,,37.0,2.59
1,Bratislavský kraj,103,Pezinok,107,Pezinok,508101,Modra,5598,15.0,0.26,5.0,0.08,1536.0,27.43,7.0,0.12,442.0,7.89,42.0,0.75,,,4.0,0.07,9.0,0.16,1.0,0.01,4.0,0.07,535.0,9.55,109.0,1.94,11.0,0.19,314.0,5.6,1140.0,20.36,653.0,11.66,1.0,0.01,9.0,0.16,2.0,0.03,47.0,0.83,248.0,4.43,237.0,4.23,10.0,0.17,217.0,3.87
1,Bratislavský kraj,103,Pezinok,107,Pezinok,508179,Pezinok,14270,33.0,0.23,2.0,0.01,4117.0,28.85,8.0,0.05,979.0,6.86,54.0,0.37,8.0,0.05,4.0,0.02,22.0,0.15,7.0,0.04,8.0,0.05,1451.0,10.16,301.0,2.1,12.0,0.08,727.0,5.09,2863.0,20.06,1646.0,11.53,9.0,0.06,14.0,0.09,2.0,0.01,84.0,0.58,680.0,4.76,728.0,5.1,20.0,0.14,491.0,3.44
1,Bratislavský kraj,103,Pezinok,107,Pezinok,508187,Píla,279,4.0,1.43,,,49.0,17.56,,,16.0,5.73,1.0,0.35,,,,,1.0,0.35,,,4.0,1.43,28.0,10.03,5.0,1.79,,,20.0,7.16,60.0,21.5,27.0,9.67,,,,,,,3.0,1.07,24.0,8.6,22.0,7.88,,,15.0,5.37
1,Bratislavský kraj,103,Pezinok,107,Pezinok,508225,Slovenský Grob,3297,10.0,0.3,1.0,0.03,863.0,26.17,7.0,0.21,186.0,5.64,7.0,0.21,,,4.0,0.12,5.0,0.15,5.0,0.15,1.0,0.03,389.0,11.79,68.0,2.06,2.0,0.06,147.0,4.45,640.0,19.41,564.0,17.1,2.0,0.06,2.0,0.06,,,19.0,0.57,108.0,3.27,137.0,4.15,5.0,0.15,125.0,3.79
1,Bratislavský kraj,103,Pezinok,107,Pezinok,507989,Svätý Jur,3524,6.0,0.17,,,988.0,28.03,3.0,0.08,154.0,4.37,15.0,0.42,1.0,0.02,1.0,0.02,6.0,0.17,1.0,0.02,1.0,0.02,389.0,11.03,66.0,1.87,6.0,0.17,210.0,5.95,738.0,20.94,377.0,10.69,7.0,0.19,1.0,0.02,,,20.0,0.56,172.0,4.88,210.0,5.95,4.0,0.11,148.0,4.19
1,Bratislavský kraj,103,Pezinok,107,Pezinok,508250,Šenkvice,3188,13.0,0.4,1.0,0.03,690.0,21.64,1.0,0.03,170.0,5.33,12.0,0.37,2.0,0.06,3.0,0.09,6.0,0.18,6.0,0.18,,,279.0,8.75,69.0,2.16,2.0,0.06,251.0,7.87,810.0,25.4,441.0,13.83,,,5.0,0.15,1.0,0.03,35.0,1.09,99.0,3.1,157.0,4.92,3.0,0.09,132.0,4.14
1,Bratislavský kraj,103,Pezinok,107,Pezinok,508268,Štefanová,243,1.0,0.41,,,43.0,17.69,,,25.0,10.28,2.0,0.82,,,,,,,1.0,0.41,,,13.0,5.34,4.0,1.64,1.0,0.41,27.0,11.11,55.0,22.63,35.0,14.4,,,,,,,2.0,0.82,10.0,4.11,12.0,4.93,,,12.0,4.93
1,Bratislavský kraj,103,Pezinok,107,Pezinok,508306,Viničné,1597,3.0,0.18,,,458.0,28.67,,,109.0,6.82,9.0,0.56,,,,,4.0,0.25,4.0,0.25,,,181.0,11.33,23.0,1.44,2.0,0.12,77.0,4.82,296.0,18.53,202.0,12.64,,,7.0,0.43,1.0,0.06,5.0,0.31,68.0,4.25,87.0,5.44,1.0,0.06,60.0,3.75
1,Bratislavský kraj,103,Pezinok,107,Pezinok,508314,Vinosady,926,2.0,0.21,,,222.0,23.97,,,73.0,7.88,,,1.0,0.1,,,2.0,0.21,1.0,0.1,,,78.0,8.42,25.0,2.69,1.0,0.1,54.0,5.83,241.0,26.02,109.0,11.77,,,,,,,7.0,0.75,34.0,3.67,30.0,3.23,2.0,0.21,44.0,4.75
1,Bratislavský kraj,103,Pezinok,107,Pezinok,508322,Vištuk,805,2.0,0.24,,,151.0,18.75,2.0,0.24,69.0,8.57,6.0,0.74,1.0,0.12,1.0,0.12,,,1.0,0.12,,,40.0,4.96,15.0,1.86,2.0,0.24,53.0,6.58,207.0,25.71,109.0,13.54,,,,,,,9.0,1.11,26.0,3.22,56.0,6.95,,,55.0,6.83
1,Bratislavský kraj,104,Senec,108,Senec,507814,Bernolákovo,5491,14.0,0.25,,,1615.0,29.41,4.0,0.07,417.0,7.59,17.0,0.3,2.0,0.03,,,20.0,0.36,4.0,0.07,2.0,0.03,698.0,12.71,126.0,2.29,8.0,0.14,215.0,3.91,970.0,17.66,527.0,9.59,7.0,0.12,1.0,0.01,,,28.0,0.5,320.0,5.82,289.0,5.26,2.0,0.03,205.0,3.73
1,Bratislavský kraj,104,Senec,108,Senec,507822,Blatné,1051,4.0,0.38,,,192.0,18.26,1.0,0.09,83.0,7.89,5.0,0.47,,,4.0,0.38,,,,,,,85.0,8.08,24.0,2.28,1.0,0.09,62.0,5.89,252.0,23.97,170.0,16.17,1.0,0.09,1.0,0.09,,,17.0,1.61,26.0,2.47,90.0,8.56,,,33.0,3.13
1,Bratislavský kraj,104,Senec,108,Senec,503681,Boldog,320,,,,,90.0,28.12,,,27.0,8.43,1.0,0.31,2.0,0.62,,,2.0,0.62,,,,,13.0,4.06,3.0,0.93,,,5.0,1.56,45.0,14.06,20.0,6.25,79.0,24.68,,,,,1.0,0.31,11.0,3.43,7.0,2.18,,,14.0,4.37
1,Bratislavský kraj,104,Senec,108,Senec,507865,Čataj,758,2.0,0.26,1.0,0.13,153.0,20.18,1.0,0.13,55.0,7.25,3.0,0.39,1.0,0.13,,,,,,,3.0,0.39,43.0,5.67,13.0,1.71,2.0,0.26,50.0,6.59,201.0,26.51,123.0,16.22,1.0,0.13,,,,,4.0,0.52,28.0,3.69,40.0,5.27,1.0,0.13,33.0,4.35
1,Bratislavský kraj,104,Senec,108,Senec,545333,Dunajská Lužná,4362,8.0,0.18,1.0,0.02,1290.0,29.57,2.0,0.04,272.0,6.23,11.0,0.25,11.0,0.25,3.0,0.06,24.0,0.55,,,,,602.0,13.8,63.0,1.44,4.0,0.09,172.0,3.94,799.0,18.31,456.0,10.45,28.0,0.64,1.0,0.02,1.0,0.02,33.0,0.75,203.0,4.65,246.0,5.63,3.0,0.06,129.0,2.95
1,Bratislavský kraj,104,Senec,108,Senec,507903,Hamuliakovo,1700,3.0,0.17,1.0,0.05,458.0,26.94,2.0,0.11,148.0,8.7,,,5.0,0.29,,,9.0,0.52,1.0,0.05,2.0,0.11,182.0,10.7,44.0,2.58,,,51.0,3.0,263.0,15.47,182.0,10.7,158.0,9.29,,,,,18.0,1.05,64.0,3.76,50.0,2.94,1.0,0.05,58.0,3.41
1,Bratislavský kraj,104,Senec,108,Senec,503797,Hrubá Borša,918,2.0,0.21,,,294.0,32.02,,,66.0,7.18,2.0,0.21,2.0,0.21,,,3.0,0.32,,,3.0,0.32,95.0,10.34,27.0,2.94,,,17.0,1.85,134.0,14.59,97.0,10.56,42.0,4.57,,,,,3.0,0.32,71.0,7.73,23.0,2.5,,,37.0,4.03
1,Bratislavský kraj,104,Senec,108,Senec,503801,Hrubý Šúr,611,5.0,0.81,,,127.0,20.78,1.0,0.16,72.0,11.78,,,12.0,1.96,,,4.0,0.65,,,,,36.0,5.89,18.0,2.94,1.0,0.16,16.0,2.61,78.0,12.76,61.0,9.98,120.0,19.63,,,,,3.0,0.49,25.0,4.09,15.0,2.45,,,17.0,2.78
1,Bratislavský kraj,104,Senec,108,Senec,503819,Hurbanova Ves,421,3.0,0.71,,,103.0,24.46,,,44.0,10.45,1.0,0.23,11.0,2.61,,,,,,,,,45.0,10.68,8.0,1.9,1.0,0.23,24.0,5.7,83.0,19.71,54.0,12.82,7.0,1.66,,,,,,,11.0,2.61,16.0,3.8,,,10.0,2.37
1,Bratislavský kraj,104,Senec,108,Senec,507911,Chorvátsky Grob,4283,13.0,0.3,1.0,0.02,1405.0,32.8,1.0,0.02,257.0,6.0,3.0,0.07,1.0,0.02,2.0,0.04,9.0,0.21,2.0,0.04,1.0,0.02,669.0,15.61,64.0,1.49,4.0,0.09,184.0,4.29,622.0,14.52,433.0,10.1,6.0,0.14,,,,,15.0,0.35,229.0,5.34,230.0,5.37,5.0,0.11,127.0,2.96
1,Bratislavský kraj,104,Senec,108,Senec,555487,Igram,337,1.0,0.29,,,52.0,15.43,,,28.0,8.3,2.0,0.59,1.0,0.29,,,,,,,,,23.0,6.82,7.0,2.07,,,10.0,2.96,72.0,21.36,46.0,13.64,,,,,,,2.0,0.59,22.0,6.52,60.0,17.8,,,11.0,3.26
1,Bratislavský kraj,104,Senec,108,Senec,507938,Ivanka pri Dunaji,4120,7.0,0.16,2.0,0.04,1159.0,28.13,1.0,0.02,222.0,5.38,15.0,0.36,,,1.0,0.02,9.0,0.21,,,3.0,0.07,533.0,12.93,78.0,1.89,6.0,0.14,198.0,4.8,791.0,19.19,426.0,10.33,10.0,0.24,,,1.0,0.02,19.0,0.46,179.0,4.34,304.0,7.37,,,156.0,3.78
1,Bratislavský kraj,104,Senec,108,Senec,507997,Kalinkovo,949,1.0,0.1,1.0,0.1,230.0,24.23,,,95.0,10.01,1.0,0.1,6.0,0.63,,,6.0,0.63,,,2.0,0.21,95.0,10.01,28.0,2.95,2.0,0.21,37.0,3.89,178.0,18.75,99.0,10.43,46.0,4.84,2.0,0.21,,,13.0,1.36,28.0,2.95,35.0,3.68,,,44.0,4.63
1,Bratislavský kraj,104,Senec,108,Senec,555495,Kaplna,548,1.0,0.18,,,88.0,16.05,,,49.0,8.94,1.0,0.18,1.0,0.18,,,,,,,,,44.0,8.02,17.0,3.1,,,45.0,8.21,122.0,22.26,77.0,14.05,1.0,0.18,,,,,2.0,0.36,24.0,4.37,57.0,10.4,,,19.0,3.46
1,Bratislavský kraj,104,Senec,108,Senec,503851,Kostolná pri Dunaji,469,3.0,0.63,,,81.0,17.27,,,45.0,9.59,1.0,0.21,1.0,0.21,,,1.0,0.21,,,,,39.0,8.31,17.0,3.62,,,13.0,2.77,69.0,14.71,37.0,7.88,96.0,20.46,,,,,,,25.0,5.33,33.0,7.03,,,8.0,1.7
1,Bratislavský kraj,104,Senec,108,Senec,503894,Kráľová pri Senci,1230,4.0,0.32,,,286.0,23.25,,,65.0,5.28,2.0,0.16,2.0,0.16,2.0,0.16,3.0,0.24,,,1.0,0.08,106.0,8.61,23.0,1.86,1.0,0.08,63.0,5.12,288.0,23.41,200.0,16.26,9.0,0.73,,,1.0,0.08,12.0,0.97,48.0,3.9,55.0,4.47,,,59.0,4.79
1,Bratislavský kraj,104,Senec,108,Senec,508071,Malinovo,2283,8.0,0.35,,,691.0,30.26,,,181.0,7.92,2.0,0.08,6.0,0.26,1.0,0.04,24.0,1.05,1.0,0.04,,,301.0,13.18,31.0,1.35,2.0,0.08,67.0,2.93,338.0,14.8,207.0,9.06,158.0,6.92,1.0,0.04,,,10.0,0.43,102.0,4.46,94.0,4.11,1.0,0.04,57.0,2.49
1,Bratislavský kraj,104,Senec,108,Senec,508098,Miloslavov,3471,7.0,0.2,3.0,0.08,1140.0,32.84,2.0,0.05,244.0,7.02,3.0,0.08,,,1.0,0.02,6.0,0.17,,,,,511.0,14.72,97.0,2.79,4.0,0.11,159.0,4.58,484.0,13.94,351.0,10.11,6.0,0.17,1.0,0.02,1.0,0.02,24.0,0.69,152.0,4.37,168.0,4.84,4.0,0.11,103.0,2.96
1,Bratislavský kraj,104,Senec,108,Senec,508110,Most pri Bratislave,2461,5.0,0.2,1.0,0.04,717.0,29.13,1.0,0.04,178.0,7.23,3.0,0.12,,,2.0,0.08,4.0,0.16,,,1.0,0.04,295.0,11.98,59.0,2.39,2.0,0.08,120.0,4.87,497.0,20.19,295.0,11.98,6.0,0.24,3.0,0.12,1.0,0.04,13.0,0.52,71.0,2.88,90.0,3.65,6.0,0.24,91.0,3.69
1,Bratislavský kraj,104,Senec,108,Senec,508136,Nová Dedinka,2033,4.0,0.19,,,590.0,29.02,,,176.0,8.65,4.0,0.19,5.0,0.24,,,6.0,0.29,,,1.0,0.04,232.0,11.41,85.0,4.18,,,70.0,3.44,313.0,15.39,195.0,9.59,119.0,5.85,2.0,0.09,,,3.0,0.14,91.0,4.47,81.0,3.98,1.0,0.04,55.0,2.7
1,Bratislavský kraj,104,Senec,108,Senec,582549,Nový Svet,66,,,,,7.0,10.6,1.0,1.51,6.0,9.09,,,,,,,,,,,1.0,1.51,4.0,6.06,2.0,3.03,,,6.0,9.09,18.0,27.27,12.0,18.18,,,,,,,,,4.0,6.06,,,,,5.0,7.57
1,Bratislavský kraj,104,Senec,108,Senec,503983,Reca,905,3.0,0.33,,,178.0,19.66,1.0,0.11,99.0,10.93,7.0,0.77,2.0,0.22,,,6.0,0.66,,,2.0,0.22,52.0,5.74,30.0,3.31,,,26.0,2.87,154.0,17.01,94.0,10.38,163.0,18.01,,,,,2.0,0.22,32.0,3.53,26.0,2.87,1.0,0.11,27.0,2.98
1,Bratislavský kraj,104,Senec,108,Senec,508209,Rovinka,3368,14.0,0.41,,,996.0,29.57,3.0,0.08,219.0,6.5,7.0,0.2,1.0,0.02,2.0,0.05,6.0,0.17,2.0,0.05,1.0,0.02,507.0,15.05,79.0,2.34,6.0,0.17,111.0,3.29,558.0,16.56,422.0,12.52,18.0,0.53,1.0,0.02,,,8.0,0.23,154.0,4.57,131.0,3.88,3.0,0.08,119.0,3.53
1,Bratislavský kraj,104,Senec,108,Senec,508217,Senec,10860,23.0,0.21,7.0,0.06,2754.0,25.35,7.0,0.06,1023.0,9.41,15.0,0.13,12.0,0.11,1.0,0.0,25.0,0.23,4.0,0.03,9.0,0.08,1101.0,10.13,262.0,2.41,12.0,0.11,498.0,4.58,1977.0,18.2,1220.0,11.23,547.0,5.03,9.0,0.08,1.0,0.0,46.0,0.42,421.0,3.87,512.0,4.71,7.0,0.06,367.0,3.37
1,Bratislavský kraj,104,Senec,108,Senec,508276,Tomášov,1609,2.0,0.12,,,382.0,23.74,2.0,0.12,169.0,10.5,1.0,0.06,6.0,0.37,,,10.0,0.62,2.0,0.12,,,112.0,6.96,38.0,2.36,,,51.0,3.16,264.0,16.4,151.0,9.38,266.0,16.53,,,2.0,0.12,7.0,0.43,46.0,2.85,34.0,2.11,,,64.0,3.97
1,Bratislavský kraj,104,Senec,108,Senec,508284,Tureň,740,3.0,0.4,,,144.0,19.45,1.0,0.13,59.0,7.97,,,2.0,0.27,,,7.0,0.94,,,2.0,0.27,53.0,7.16,24.0,3.24,2.0,0.27,31.0,4.18,103.0,13.91,54.0,7.29,188.0,25.4,1.0,0.13,,,2.0,0.27,21.0,2.83,27.0,3.64,1.0,0.13,15.0,2.02
1,Bratislavský kraj,104,Senec,108,Senec,508292,Veľký Biel,1664,,,,,471.0,28.3,,,151.0,9.07,4.0,0.24,4.0,0.24,2.0,0.12,12.0,0.72,,,,,161.0,9.67,32.0,1.92,,,54.0,3.24,298.0,17.9,135.0,8.11,127.0,7.63,5.0,0.3,1.0,0.06,4.0,0.24,70.0,4.2,79.0,4.74,,,54.0,3.24
1,Bratislavský kraj,104,Senec,108,Senec,508331,Vlky,257,2.0,0.77,1.0,0.38,39.0,15.17,,,15.0,5.83,,,3.0,1.16,,,1.0,0.38,,,1.0,0.38,8.0,3.11,5.0,1.94,,,3.0,1.16,30.0,11.67,11.0,4.28,113.0,43.96,,,,,,,6.0,2.33,8.0,3.11,,,11.0,4.28
1,Bratislavský kraj,104,Senec,108,Senec,555509,Zálesie,1370,3.0,0.21,1.0,0.07,445.0,32.48,1.0,0.07,65.0,4.74,2.0,0.14,1.0,0.07,,,1.0,0.07,,,,,191.0,13.94,17.0,1.24,,,62.0,4.52,230.0,16.78,130.0,9.48,1.0,0.07,1.0,0.07,,,7.0,0.51,85.0,6.2,87.0,6.35,,,40.0,2.91
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501441,Báč,345,,,,,44.0,12.75,,,24.0,6.95,,,,,1.0,0.28,7.0,2.02,,,,,10.0,2.89,1.0,0.28,,,5.0,1.44,40.0,11.59,25.0,7.24,163.0,47.24,,,,,3.0,0.86,2.0,0.57,13.0,3.76,,,7.0,2.02
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501450,Baka,620,,,,,38.0,6.12,,,19.0,3.06,,,5.0,0.8,,,13.0,2.09,,,,,11.0,1.77,4.0,0.64,,,5.0,0.8,53.0,8.54,41.0,6.61,416.0,67.09,1.0,0.16,,,,,2.0,0.32,5.0,0.8,,,7.0,1.12
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501468,Baloň,395,,,,,18.0,4.55,,,12.0,3.03,2.0,0.5,5.0,1.26,,,3.0,0.75,,,,,4.0,1.01,,,,,1.0,0.25,23.0,5.82,8.0,2.02,318.0,80.5,,,,,,,1.0,0.25,,,,,,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,555517,Bellova Ves,195,1.0,0.51,,,38.0,19.48,,,28.0,14.35,1.0,0.51,2.0,1.02,1.0,0.51,3.0,1.53,,,,,14.0,7.17,8.0,4.1,,,2.0,1.02,46.0,23.58,31.0,15.89,8.0,4.1,,,,,,,4.0,2.05,4.0,2.05,,,4.0,2.05
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501484,Blahová,248,1.0,0.4,,,38.0,15.32,,,16.0,6.45,7.0,2.82,,,,,4.0,1.61,,,,,9.0,3.62,14.0,5.64,,,7.0,2.82,60.0,24.19,26.0,10.48,35.0,14.11,,,,,9.0,3.62,4.0,1.61,4.0,1.61,,,14.0,5.64
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501492,Blatná na Ostrove,521,2.0,0.38,,,82.0,15.73,,,35.0,6.71,,,3.0,0.57,,,5.0,0.95,,,,,13.0,2.49,9.0,1.72,,,5.0,0.95,58.0,11.13,29.0,5.56,248.0,47.6,,,,,2.0,0.38,8.0,1.53,7.0,1.34,1.0,0.19,14.0,2.68
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,503461,Bodíky,256,2.0,0.78,,,26.0,10.15,,,9.0,3.51,,,,,,,5.0,1.95,,,,,10.0,3.9,6.0,2.34,,,5.0,1.95,47.0,18.35,21.0,8.2,100.0,39.06,,,,,1.0,0.39,6.0,2.34,6.0,2.34,,,12.0,4.68
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501506,Boheľov,187,1.0,0.53,,,4.0,2.13,,,18.0,9.62,1.0,0.53,1.0,0.53,,,3.0,1.6,,,,,,,1.0,0.53,,,2.0,1.06,14.0,7.48,11.0,5.88,130.0,69.51,,,,,,,,,1.0,0.53,,,,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501514,Čakany,349,2.0,0.57,1.0,0.28,63.0,18.05,,,47.0,13.46,,,3.0,0.85,,,4.0,1.14,,,,,16.0,4.58,8.0,2.29,,,7.0,2.0,29.0,8.3,33.0,9.45,104.0,29.79,,,1.0,0.28,1.0,0.28,7.0,2.0,11.0,3.15,,,12.0,3.43
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,580554,Čenkovce,631,1.0,0.15,,,79.0,12.51,,,23.0,3.64,,,3.0,0.47,,,9.0,1.42,,,,,14.0,2.21,7.0,1.1,,,5.0,0.79,51.0,8.08,22.0,3.48,366.0,58.0,,,,,1.0,0.15,4.0,0.63,32.0,5.07,,,14.0,2.21
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501531,Čiližská Radvaň,501,1.0,0.19,,,37.0,7.38,,,30.0,5.98,,,11.0,2.19,,,7.0,1.39,,,,,4.0,0.79,,,,,,,41.0,8.18,16.0,3.19,349.0,69.66,,,,,,,,,,,,,5.0,0.99
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501549,Dobrohošť,307,1.0,0.32,,,62.0,20.19,,,33.0,10.74,,,,,,,5.0,1.62,,,,,22.0,7.16,7.0,2.28,3.0,0.97,5.0,1.62,47.0,15.3,21.0,6.84,74.0,24.1,,,,,4.0,1.3,7.0,2.28,6.0,1.95,,,10.0,3.25
